BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
527309;5291;9;a;;Sammlung;z a m l U N;;;;;;;
532601;1763;9;m;;Sammlung;z a m l U N;;;;;;;
534365;4409;9;l;;Sammlung;z a m l U N;;;;;;;
538775;4850;9;U;;Sammlung;z a m l U N;;;;;;;
543626;8378;9;N;;Sammlung;z a m l U N;;;;;;;
552005;12347;-1;<p:>;;;;;;;;;;
564353;7937;10;z;;Sekunde;z e k U n d @;;;;;;;
572291;4850;10;e;;Sekunde;z e k U n d @;;;;;;;
577142;4850;10;k;;Sekunde;z e k U n d @;;;;;;;
581993;3086;10;U;;Sekunde;z e k U n d @;;;;;;;
585080;5291;10;n;;Sekunde;z e k U n d @;;;;;;;
590372;1322;10;d;;Sekunde;z e k U n d @;;;;;;;
591695;5291;10;@;;Sekunde;z e k U n d @;;;;;;;
596987;52037;-1;<p:>;;;;;;;;;;
649025;2645;11;?;;Essen;? E s @ n;;;;;;;
651671;6173;11;E;;Essen;? E s @ n;;;;;;;
657845;8378;11;s;;Essen;? E s @ n;;;;;;;
666224;2645;11;@;;Essen;? E s @ n;;;;;;;
668870;9260;11;n;;Essen;? E s @ n;;;;;;;
678131;15875;-1;<p:>;;;;;;;;;;
694007;3968;12;l;;Lesen;l e: z @ n;;;;;;;
697976;10142;12;e:;;Lesen;l e: z @ n;;;;;;;
708119;7496;12;z;;Lesen;l e: z @ n;;;;;;;
715616;12347;12;n;;Lesen;l e: z @ n;;;;;;;
727964;14111;-1;<p:>;;;;;;;;;;
742076;3527;13;r;;Rasen;r a: z @ n;;;;;;;
745604;11906;13;a:;;Rasen;r a: z @ n;;;;;;;
757511;6614;13;z;;Rasen;r a: z @ n;;;;;;;
764126;2204;13;@;;Rasen;r a: z @ n;;;;;;;
766331;11906;13;n;;Rasen;r a: z @ n;;;;;;;
778238;11465;-1;<p:>;;;;;;;;;;
789704;3086;14;r;;Rosen;r o: z @ n;;;;;;;
792791;13229;14;o:;;Rosen;r o: z @ n;;;;;;;
806021;5732;14;z;;Rosen;r o: z @ n;;;;;;;
811754;17198;14;n;;Rosen;r o: z @ n;;;;;;;
828953;7937;-1;<p:>;;;;;;;;;;
836891;3968;15;v;;Wissen;v I s @ n;;;;;;;
840860;4409;15;I;;Wissen;v I s @ n;;;;;;;
845270;7496;15;s;;Wissen;v I s @ n;;;;;;;
852767;1322;15;@;;Wissen;v I s @ n;;;;;;;
854090;7937;15;n;;Wissen;v I s @ n;;;;;;;
862028;21167;-1;<p:>;;;;;;;;;;
883196;3086;16;f;;Fressen;f r E s @ n;;;;;;;
886283;2204;16;r;;Fressen;f r E s @ n;;;;;;;
888488;6173;16;E;;Fressen;f r E s @ n;;;;;;;
894662;6173;16;s;;Fressen;f r E s @ n;;;;;;;
900836;10583;16;n;;Fressen;f r E s @ n;;;;;;;
911420;18962;-1;<p:>;;;;;;;;;;
930383;7055;17;S;;Schießen;S i: s @ n;;;;;;;
937439;6614;17;i:;;Schießen;S i: s @ n;;;;;;;
944054;8378;17;s;;Schießen;S i: s @ n;;;;;;;
952433;1322;17;@;;Schießen;S i: s @ n;;;;;;;
953756;12347;17;n;;Schießen;S i: s @ n;;;;;;;
966104;14111;-1;<p:>;;;;;;;;;;
980216;5291;18;f;;Fließen;f l i: s @ n;;;;;;;
985508;3968;18;l;;Fließen;f l i: s @ n;;;;;;;
989477;7937;18;i:;;Fließen;f l i: s @ n;;;;;;;
997415;6173;18;s;;Fließen;f l i: s @ n;;;;;;;
1003589;11465;18;n;;Fließen;f l i: s @ n;;;;;;;
1015055;14111;-1;<p:>;;;;;;;;;;
1029167;1322;19;r;;Reisen;r aI z @ n;;;;;;;
1030490;9260;19;aI;;Reisen;r aI z @ n;;;;;;;
1039751;7055;19;z;;Reisen;r aI z @ n;;;;;;;
1046807;4850;19;n;;Reisen;r aI z @ n;;;;;;;
1051658;40130;-1;<p:>;;;;;;;;;;
1091789;1322;20;b;;Bus;b U s;;;;;;;
1093112;7496;20;U;;Bus;b U s;;;;;;;
1100609;14993;20;s;;Bus;b U s;;;;;;;
1115603;24254;-1;<p:>;;;;;;;;;;
1139858;4850;21;n;;Nass;n a s;;;;;;;
1144709;7496;21;a;;Nass;n a s;;;;;;;
1152206;11465;21;s;;Nass;n a s;;;;;;;
1163672;22931;-1;<p:>;;;;;;;;;;
1186604;7937;22;S;;Schluss;S l U s;;;;;;;
1194542;2645;22;l;;Schluss;S l U s;;;;;;;
1197188;5732;22;U;;Schluss;S l U s;;;;;;;
1202921;12788;22;s;;Schluss;S l U s;;;;;;;
1215710;31751;-1;<p:>;;;;;;;;;;
1247462;4409;23;k;;Kuss;k U s;;;;;;;
1251872;5291;23;U;;Kuss;k U s;;;;;;;
1257164;13229;23;s;;Kuss;k U s;;;;;;;
1270394;27341;-1;<p:>;;;;;;;;;;
1297736;5291;24;m;;Mist;m I s t;;;;;;;
1303028;7055;24;I;;Mist;m I s t;;;;;;;
1310084;7496;24;s;;Mist;m I s t;;;;;;;
1317581;5732;24;t;;Mist;m I s t;;;;;;;
1323314;26900;-1;<p:>;;;;;;;;;;
1350215;4409;25;f;;Fass;f a s;;;;;;;
1354625;7496;25;a;;Fass;f a s;;;;;;;
1362122;9701;25;s;;Fass;f a s;;;;;;;
1371824;43217;-1;<p:>;;;;;;;;;;
1415042;1763;26;g;;Glas;g l a: s;;;;;;;
1416806;2645;26;l;;Glas;g l a: s;;;;;;;
1419452;13229;26;a:;;Glas;g l a: s;;;;;;;
1432682;10583;26;s;;Glas;g l a: s;;;;;;;
1443266;24254;-1;<p:>;;;;;;;;;;
1467521;6614;27;S;;Stuss;S t u: s;;;;;;;
1474136;4850;27;t;;Stuss;S t u: s;;;;;;;
1478987;6173;27;u:;;Stuss;S t u: s;;;;;;;
1485161;14993;27;s;;Stuss;S t u: s;;;;;;;
1500155;15875;-1;<p:>;;;;;;;;;;
1516031;2645;28;g;;Genuss;g @ n U s;;;;;;;
1518677;2645;28;@;;Genuss;g @ n U s;;;;;;;
1521323;3527;28;n;;Genuss;g @ n U s;;;;;;;
1524851;6173;28;U;;Genuss;g @ n U s;;;;;;;
1531025;11024;28;s;;Genuss;g @ n U s;;;;;;;
1542050;47186;-1;<p:>;;;;;;;;;;
1589237;6614;29;ts;;Zug;ts u: k;;;;;;;
1595852;12347;29;u:;;Zug;ts u: k;;;;;;;
1608200;3968;29;k;;Zug;ts u: k;;;;;;;
1612169;15875;-1;<p:>;;;;;;;;;;
1628045;4850;30;h;;Hexe;h E k s @;;;;;;;
1632896;6173;30;E;;Hexe;h E k s @;;;;;;;
1639070;4850;30;k;;Hexe;h E k s @;;;;;;;
1643921;6614;30;s;;Hexe;h E k s @;;;;;;;
1650536;13229;30;@;;Hexe;h E k s @;;;;;;;
1663766;14111;-1;<p:>;;;;;;;;;;
1677878;4409;31;k;;Katze;k a t s @;;;;;;;
1682288;3527;31;a;;Katze;k a t s @;;;;;;;
1685816;5291;31;t;;Katze;k a t s @;;;;;;;
1691108;7937;31;s;;Katze;k a t s @;;;;;;;
1699046;10583;31;@;;Katze;k a t s @;;;;;;;
1709630;17639;-1;<p:>;;;;;;;;;;
1727270;7055;32;S;;Scherz;S E 6 ts;;;;;;;
1734326;1763;32;E;;Scherz;S E 6 ts;;;;;;;
1736090;10583;32;6;;Scherz;S E 6 ts;;;;;;;
1746674;14552;32;ts;;Scherz;S E 6 ts;;;;;;;
1761227;17639;-1;<p:>;;;;;;;;;;
1778867;8378;33;ts;;Zahn;ts a: n;;;;;;;
1787246;12347;33;a:;;Zahn;ts a: n;;;;;;;
1799594;5732;33;n;;Zahn;ts a: n;;;;;;;
1805327;18962;-1;<p:>;;;;;;;;;;
1824290;2204;34;k;;Xylophon;k s y l o f o: n;;;;;;;
1826495;3968;34;s;;Xylophon;k s y l o f o: n;;;;;;;
1830464;1763;34;y;;Xylophon;k s y l o f o: n;;;;;;;
1832228;3968;34;l;;Xylophon;k s y l o f o: n;;;;;;;
1836197;3527;34;o;;Xylophon;k s y l o f o: n;;;;;;;
1839725;6173;34;f;;Xylophon;k s y l o f o: n;;;;;;;
1845899;4850;34;o:;;Xylophon;k s y l o f o: n;;;;;;;
1850750;2204;34;n;;Xylophon;k s y l o f o: n;;;;;;;
1852955;31751;-1;<p:>;;;;;;;;;;
1884707;1322;35;I;;Ich;? I C;;;;;;;
1886030;37043;35;j;;Ich;? I C;;;;;;;
1923074;3968;36;?;;esse;? E s @;;;;;;;
1927043;5291;36;E;;esse;? E s @;;;;;;;
1932335;3527;36;s;;esse;? E s @;;;;;;;
1935863;3968;36;@;;esse;? E s @;;;;;;;
1939832;6173;37;g;;gern;g E 6 n;;;;;;;
1946006;1763;37;E;;gern;g E 6 n;;;;;;;
1947770;6614;37;6;;gern;g E 6 n;;;;;;;
1954385;7937;37;n;;gern;g E 6 n;;;;;;;
1962323;4409;38;f;;frisches;f r I S @ s;;;;;;;
1966733;2645;38;r;;frisches;f r I S @ s;;;;;;;
1969379;3527;38;I;;frisches;f r I S @ s;;;;;;;
1972907;4409;38;S;;frisches;f r I S @ s;;;;;;;
1977317;3086;38;@;;frisches;f r I S @ s;;;;;;;
1980404;6173;38;s;;frisches;f r I S @ s;;;;;;;
1986578;4409;39;g;;Gemüse;g @ m y: z @;;;;;;;
1990988;1322;39;@;;Gemüse;g @ m y: z @;;;;;;;
1992311;3527;39;m;;Gemüse;g @ m y: z @;;;;;;;
1995839;5291;39;y:;;Gemüse;g @ m y: z @;;;;;;;
2001131;6173;39;z;;Gemüse;g @ m y: z @;;;;;;;
2007305;3968;39;@;;Gemüse;g @ m y: z @;;;;;;;
2011274;36602;-1;<p:>;;;;;;;;;;
2047877;1322;40;d;;Die;d i:;;;;;;;
2049200;3968;40;i:;;Die;d i:;;;;;;;
2053169;3968;41;r;;Rosen;r o: z @ n;;;;;;;
2057138;7937;41;o:;;Rosen;r o: z @ n;;;;;;;
2065076;4409;41;z;;Rosen;r o: z @ n;;;;;;;
2069486;1763;41;@;;Rosen;r o: z @ n;;;;;;;
2071250;4409;41;n;;Rosen;r o: z @ n;;;;;;;
2075660;3086;42;b;;blühen;b l y: @ n;;;;;;;
2078747;1322;42;l;;blühen;b l y: @ n;;;;;;;
2080070;2204;42;y:;;blühen;b l y: @ n;;;;;;;
2082275;1322;42;@;;blühen;b l y: @ n;;;;;;;
2083598;17198;42;n;;blühen;b l y: @ n;;;;;;;
2100797;4850;43;I;;im;? I m;;;;;;;
2105648;1763;43;m;;im;? I m;;;;;;;
2107412;4850;44;N;;Garten;g a r t @ n;;;;;;;
2112263;10142;44;a;;Garten;g a r t @ n;;;;;;;
2122406;2645;44;r;;Garten;g a r t @ n;;;;;;;
2125052;3086;44;t;;Garten;g a r t @ n;;;;;;;
2128139;5732;44;n;;Garten;g a r t @ n;;;;;;;
2133872;36161;-1;<p:>;;;;;;;;;;
2170034;1763;45;d;;Die;d i:;;;;;;;
2171798;4850;45;i:;;Die;d i:;;;;;;;
2176649;5732;46;z;;Sicht;z I C t;;;;;;;
2182382;8378;46;I;;Sicht;z I C t;;;;;;;
2190761;5291;46;C;;Sicht;z I C t;;;;;;;
2196053;3086;46;t;;Sicht;z I C t;;;;;;;
2199140;2204;47;v;;war;v a: r;;;;;;;
2201345;9260;47;a:;;war;v a: r;;;;;;;
2210606;1322;47;r;;war;v a: r;;;;;;;
2211929;4850;48;k;;klar;k l a: r;;;;;;;
2216780;3086;48;l;;klar;k l a: r;;;;;;;
2219867;14111;48;a:;;klar;k l a: r;;;;;;;
2233979;1322;48;r;;klar;k l a: r;;;;;;;
2235302;3968;49;a;;am;? a m;;;;;;;
2239271;4850;49;n;;am;? a m;;;;;;;
2244122;1763;50;b;;Berg;b E 6 k;;;;;;;
2245886;3086;50;E;;Berg;b E 6 k;;;;;;;
2248973;10142;50;6;;Berg;b E 6 k;;;;;;;
2259116;3086;50;k;;Berg;b E 6 k;;;;;;;
2262203;26900;-1;<p:>;;;;;;;;;;
2289104;1322;51;d;;Der;d e: 6;;;;;;;
2290427;3086;51;e:;;Der;d e: 6;;;;;;;
2293514;1322;51;6;;Der;d e: 6;;;;;;;
2294837;1322;52;b;;Bus;b U s;;;;;;;
2296160;7496;52;U;;Bus;b U s;;;;;;;
2303657;10583;52;s;;Bus;b U s;;;;;;;
2314241;3527;-1;<p:>;;;;;;;;;;
2317769;1763;53;f;;fährt;f E: 6 t;;;;;;;
2319533;8378;53;E:;;fährt;f E: 6 t;;;;;;;
2327912;1322;53;6;;fährt;f E: 6 t;;;;;;;
2329235;1322;53;t;;fährt;f E: 6 t;;;;;;;
2330558;3086;54;n;;nach;n a: x;;;;;;;
2333645;3086;54;a:;;nach;n a: x;;;;;;;
2336732;1763;54;x;;nach;n a: x;;;;;;;
2338496;5291;55;h;;Hause;h aU z @;;;;;;;
2343788;7496;55;aU;;Hause;h aU z @;;;;;;;
2351285;6614;55;z;;Hause;h aU z @;;;;;;;
2357900;5291;55;@;;Hause;h aU z @;;;;;;;
2363192;29987;-1;<p:>;;;;;;;;;;
2393180;2645;56;?;;Es;? E s;;;;;;;
2395826;5732;56;E;;Es;? E s;;;;;;;
2401559;3968;56;s;;Es;? E s;;;;;;;
2405528;5732;57;I;;ist;? I s t;;;;;;;
2411261;4850;57;s;;ist;? I s t;;;;;;;
2416112;1763;57;t;;ist;? I s t;;;;;;;
2417876;2645;-1;<p:>;;;;;;;;;;
2420522;2645;58;n;;nass;n a s;;;;;;;
2423168;6173;58;a;;nass;n a s;;;;;;;
2429342;6614;58;z;;nass;n a s;;;;;;;
2435957;2645;59;?;;auf;? aU f;;;;;;;
2438603;6173;59;aU;;auf;? aU f;;;;;;;
2444777;2204;59;f;;auf;? aU f;;;;;;;
2446982;2645;60;d;;der;d e: 6;;;;;;;
2449628;1763;60;e:;;der;d e: 6;;;;;;;
2451392;1763;60;6;;der;d e: 6;;;;;;;
2453156;3968;61;S;;Straße;S t r a: s @;;;;;;;
2457125;2204;61;t;;Straße;S t r a: s @;;;;;;;
2459330;2204;61;r;;Straße;S t r a: s @;;;;;;;
2461535;9260;61;a:;;Straße;S t r a: s @;;;;;;;
2470796;5291;61;s;;Straße;S t r a: s @;;;;;;;
2476088;6614;61;@;;Straße;S t r a: s @;;;;;;;
2482703;38366;-1;<p:>;;;;;;;;;;
2521070;1763;62;?;;Ich;? I C;;;;;;;
2522834;4850;62;I;;Ich;? I C;;;;;;;
2527685;8157;62;C;;Ich;? I C;;;;;;;
2535843;4629;63;m;;mag;m a: k;;;;;;;
2540473;9261;63;a:;;mag;m a: k;;;;;;;
2549735;1763;63;k;;mag;m a: k;;;;;;;
2551499;5291;64;z;;Salz;z a l ts;;;;;;;
2556791;5291;64;a;;Salz;z a l ts;;;;;;;
2562083;9260;64;l;;Salz;z a l ts;;;;;;;
2571344;11024;64;ts;;Salz;z a l ts;;;;;;;
2582369;3968;-1;<p:>;;;;;;;;;;
2586338;6614;65;aU;;auf;? aU f;;;;;;;
2592953;4629;65;f;;auf;? aU f;;;;;;;
2597583;2865;66;m;;meinem;m aI n @ m;;;;;;;
2600449;5733;66;aI;;meinem;m aI n @ m;;;;;;;
2606183;1763;66;n;;meinem;m aI n @ m;;;;;;;
2607947;2645;66;@;;meinem;m aI n @ m;;;;;;;
2610593;3086;66;m;;meinem;m aI n @ m;;;;;;;
2613680;7055;67;E;;Essen;? E s @ n;;;;;;;
2620736;5732;67;s;;Essen;? E s @ n;;;;;;;
2626469;6173;67;n;;Essen;? E s @ n;;;;;;;
2632643;26900;-1;<p:>;;;;;;;;;;
2659544;4409;68;?;;Ein;? aI n;;;;;;;
2663954;5291;68;aI;;Ein;? aI n;;;;;;;
2669246;3527;68;n;;Ein;? aI n;;;;;;;
2672774;5291;69;k;;Kuss;k U s;;;;;;;
2678066;3086;69;U;;Kuss;k U s;;;;;;;
2681153;8819;69;s;;Kuss;k U s;;;;;;;
2689973;2645;70;?;;ist;? I s t;;;;;;;
2692619;3968;70;I;;ist;? I s t;;;;;;;
2696588;5291;70;z;;ist;? I s t;;;;;;;
2701880;7496;-1;<p:>;;;;;;;;;;
2709377;4409;71;z;;süß;z y: s;;;;;;;
2713787;7496;71;y:;;süß;z y: s;;;;;;;
2721284;7055;71;s;;süß;z y: s;;;;;;;
2728340;2645;72;?;;und;? U n t;;;;;;;
2730986;3968;72;U;;und;? U n t;;;;;;;
2734955;5291;72;n;;und;? U n t;;;;;;;
2740247;7055;73;ts;;zärtlich;ts E: 6 t l I C;;;;;;;
2747303;3968;73;E:;;zärtlich;ts E: 6 t l I C;;;;;;;
2751272;3527;73;6;;zärtlich;ts E: 6 t l I C;;;;;;;
2754800;1763;73;t;;zärtlich;ts E: 6 t l I C;;;;;;;
2756564;5732;73;l;;zärtlich;ts E: 6 t l I C;;;;;;;
2762297;3968;73;I;;zärtlich;ts E: 6 t l I C;;;;;;;
2766266;9701;73;C;;zärtlich;ts E: 6 t l I C;;;;;;;
2775968;24695;-1;<p:>;;;;;;;;;;
2800664;1322;74;d;;Die;d i:;;;;;;;
2801987;5291;74;i:;;Die;d i:;;;;;;;
2807279;3968;75;h;;Hexe;h E k s @;;;;;;;
2811248;5291;75;E;;Hexe;h E k s @;;;;;;;
2816540;2204;75;k;;Hexe;h E k s @;;;;;;;
2818745;4850;75;s;;Hexe;h E k s @;;;;;;;
2823596;11906;75;@;;Hexe;h E k s @;;;;;;;
2835503;2645;76;d;;dachte;d a x t @;;;;;;;
2838149;3527;76;a;;dachte;d a x t @;;;;;;;
2841677;6614;76;x;;dachte;d a x t @;;;;;;;
2848292;2204;76;t;;dachte;d a x t @;;;;;;;
2850497;6173;76;@;;dachte;d a x t @;;;;;;;
2856671;1763;77;?;;an;? a n;;;;;;;
2858435;3086;77;a;;an;? a n;;;;;;;
2861522;5291;77;n;;an;? a n;;;;;;;
2866814;4850;78;i:;;ihren;? i: r @ n;;;;;;;
2871665;2204;78;6;;ihren;? i: r @ n;;;;;;;
2873870;4850;78;n;;ihren;? i: r @ n;;;;;;;
2878721;7937;79;ts;;Zaubertrank;ts aU b 6 t r a N k;;;;;;;
2886659;6173;79;aU;;Zaubertrank;ts aU b 6 t r a N k;;;;;;;
2892833;2645;79;b;;Zaubertrank;ts aU b 6 t r a N k;;;;;;;
2895479;3527;79;6;;Zaubertrank;ts aU b 6 t r a N k;;;;;;;
2899007;1322;79;t;;Zaubertrank;ts aU b 6 t r a N k;;;;;;;
2900330;5732;79;r;;Zaubertrank;ts aU b 6 t r a N k;;;;;;;
2906063;4850;79;a;;Zaubertrank;ts aU b 6 t r a N k;;;;;;;
2910914;5291;79;N;;Zaubertrank;ts aU b 6 t r a N k;;;;;;;
2916206;3086;79;k;;Zaubertrank;ts aU b 6 t r a N k;;;;;;;
2919293;26018;-1;<p:>;;;;;;;;;;
2945312;1763;80;d;;Der;d e: 6;;;;;;;
2947076;3527;80;e:;;Der;d e: 6;;;;;;;
2950604;4850;80;6;;Der;d e: 6;;;;;;;
2955455;6173;81;ts;;Zug;ts u: k;;;;;;;
2961629;8378;81;u:;;Zug;ts u: k;;;;;;;
2970008;3527;81;k;;Zug;ts u: k;;;;;;;
2973536;3968;82;f;;fährt;f E: 6 t;;;;;;;
2977505;4409;82;E:;;fährt;f E: 6 t;;;;;;;
2981915;6614;82;6;;fährt;f E: 6 t;;;;;;;
2988530;2645;82;t;;fährt;f E: 6 t;;;;;;;
2991176;3086;-1;<p:>;;;;;;;;;;
2994263;3968;83;p;;pünktlich;p Y N k t l I C;;;;;;;
2998232;3968;83;Y;;pünktlich;p Y N k t l I C;;;;;;;
3002201;4409;83;N;;pünktlich;p Y N k t l I C;;;;;;;
3006611;4409;83;k;;pünktlich;p Y N k t l I C;;;;;;;
3011021;1763;83;t;;pünktlich;p Y N k t l I C;;;;;;;
3012785;3086;83;l;;pünktlich;p Y N k t l I C;;;;;;;
3015872;4409;83;I;;pünktlich;p Y N k t l I C;;;;;;;
3020282;6614;83;C;;pünktlich;p Y N k t l I C;;;;;;;
3026897;1763;84;?;;in;? I n;;;;;;;
3028661;2645;84;I;;in;? I n;;;;;;;
3031307;3527;84;n;;in;? I n;;;;;;;
3034835;6614;85;k;;Karlsruhe;k a r l s r u: @;;;;;;;
3041450;6614;85;a;;Karlsruhe;k a r l s r u: @;;;;;;;
3048065;1322;85;r;;Karlsruhe;k a r l s r u: @;;;;;;;
3049388;1763;85;l;;Karlsruhe;k a r l s r u: @;;;;;;;
3051152;5732;85;s;;Karlsruhe;k a r l s r u: @;;;;;;;
3056885;2645;85;r;;Karlsruhe;k a r l s r u: @;;;;;;;
3059531;7055;85;u:;;Karlsruhe;k a r l s r u: @;;;;;;;
3066587;6614;85;@;;Karlsruhe;k a r l s r u: @;;;;;;;
3073202;4409;86;a;;ab;? a p;;;;;;;
3077612;1322;86;p;;ab;? a p;;;;;;;
3078935;38366;-1;<p:>;;;;;;;;;;
3117302;5732;87;z;;Säure;z OY r @;;;;;;;
3123035;9260;87;OY;;Säure;z OY r @;;;;;;;
3132296;3086;87;r;;Säure;z OY r @;;;;;;;
3135383;6614;87;@;;Säure;z OY r @;;;;;;;
3141998;3968;88;k;;kann;k a n;;;;;;;
3145967;3968;88;a;;kann;k a n;;;;;;;
3149936;3968;88;n;;kann;k a n;;;;;;;
3153905;3527;89;g;;gefährlich;g @ f E: 6 l I C;;;;;;;
3157433;2204;89;@;;gefährlich;g @ f E: 6 l I C;;;;;;;
3159638;6614;89;f;;gefährlich;g @ f E: 6 l I C;;;;;;;
3166253;4409;89;E:;;gefährlich;g @ f E: 6 l I C;;;;;;;
3170663;2645;89;6;;gefährlich;g @ f E: 6 l I C;;;;;;;
3173309;3086;89;l;;gefährlich;g @ f E: 6 l I C;;;;;;;
3176396;2204;89;I;;gefährlich;g @ f E: 6 l I C;;;;;;;
3178601;3968;89;C;;gefährlich;g @ f E: 6 l I C;;;;;;;
3182570;4409;90;z;;sein;z aI n;;;;;;;
3186980;10142;90;aI;;sein;z aI n;;;;;;;
3197123;7937;90;n;;sein;z aI n;;;;;;;
3205061;14993;-1;<p:>;;;;;;;;;;
3220055;1322;91;v;;wenn;v E n;;;;;;;
3221378;3527;91;E;;wenn;v E n;;;;;;;
3224906;6173;91;n;;wenn;v E n;;;;;;;
3231080;2204;92;m;;man;m a n;;;;;;;
3233285;3968;92;a;;man;m a n;;;;;;;
3237254;4850;92;n;;man;m a n;;;;;;;
3242105;1322;93;n;;nicht;n I C t;;;;;;;
3243428;2645;93;I;;nicht;n I C t;;;;;;;
3246074;4850;93;C;;nicht;n I C t;;;;;;;
3250925;1763;93;t;;nicht;n I C t;;;;;;;
3252689;3527;94;?;;aufpasst;? aU f p a s t;;;;;;;
3256217;7055;94;aU;;aufpasst;? aU f p a s t;;;;;;;
3263273;5291;94;f;;aufpasst;? aU f p a s t;;;;;;;
3268565;2204;94;p;;aufpasst;? aU f p a s t;;;;;;;
3270770;7937;94;a;;aufpasst;? aU f p a s t;;;;;;;
3278708;4409;94;s;;aufpasst;? aU f p a s t;;;;;;;
3283118;6614;94;t;;aufpasst;? aU f p a s t;;;;;;;
3289733;28223;-1;<p:>;;;;;;;;;;
3317957;1322;95;d;;Die;d i:;;;;;;;
3319280;5291;95;i:;;Die;d i:;;;;;;;
3324572;4850;96;z;;Sammlung;z a m l U N;;;;;;;
3329423;7055;96;a;;Sammlung;z a m l U N;;;;;;;
3336479;1763;96;m;;Sammlung;z a m l U N;;;;;;;
3338243;3086;96;l;;Sammlung;z a m l U N;;;;;;;
3341330;4409;96;U;;Sammlung;z a m l U N;;;;;;;
3345740;4850;96;N;;Sammlung;z a m l U N;;;;;;;
3350591;5732;97;f;;von;f O n;;;;;;;
3356324;3086;97;O;;von;f O n;;;;;;;
3359411;5291;97;n;;von;f O n;;;;;;;
3364703;4850;98;k;;Kunstwerken;k U n s t v 6 k @ n;;;;;;;
3369554;2645;98;U;;Kunstwerken;k U n s t v 6 k @ n;;;;;;;
3372200;3968;98;n;;Kunstwerken;k U n s t v 6 k @ n;;;;;;;
3376169;6173;98;s;;Kunstwerken;k U n s t v 6 k @ n;;;;;;;
3382343;2645;98;t;;Kunstwerken;k U n s t v 6 k @ n;;;;;;;
3384989;2204;98;v;;Kunstwerken;k U n s t v 6 k @ n;;;;;;;
3387194;11024;98;6;;Kunstwerken;k U n s t v 6 k @ n;;;;;;;
3398219;1322;98;k;;Kunstwerken;k U n s t v 6 k @ n;;;;;;;
3399542;10142;98;N;;Kunstwerken;k U n s t v 6 k @ n;;;;;;;
3409685;4409;99;I;;ist;? I s t;;;;;;;
3414095;4409;99;s;;ist;? I s t;;;;;;;
3418505;1322;99;t;;ist;? I s t;;;;;;;
3419828;3968;-1;<p:>;;;;;;;;;;
3423797;2204;100;b;;beeindruckend;b @ ? aI n d r U k @ n t;;;;;;;
