BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
2065517;5732;34;f;;Xylophon;k s y l o f o: n;;;;;;;
2071250;8819;34;o:;;Xylophon;k s y l o f o: n;;;;;;;
2080070;8378;34;n;;Xylophon;k s y l o f o: n;;;;;;;
2088449;20285;-1;<p:>;;;;;;;;;;
2108735;2645;35;?;;Ich;? I C;;;;;;;
2111381;1322;35;I;;Ich;? I C;;;;;;;
2112704;27341;35;j;;Ich;? I C;;;;;;;
2140046;3527;36;?;;esse;? E s @;;;;;;;
2143574;4850;36;E;;esse;? E s @;;;;;;;
2148425;4850;36;s;;esse;? E s @;;;;;;;
2153276;8378;36;@;;esse;? E s @;;;;;;;
2161655;3527;37;g;;gern;g E 6 n;;;;;;;
2165183;2645;37;E;;gern;g E 6 n;;;;;;;
2167829;6173;37;6;;gern;g E 6 n;;;;;;;
2174003;4850;37;n;;gern;g E 6 n;;;;;;;
2178854;3086;-1;<p:>;;;;;;;;;;
2181941;4409;38;f;;frisches;f r I S @ s;;;;;;;
2186351;3086;38;r;;frisches;f r I S @ s;;;;;;;
2189438;3527;38;I;;frisches;f r I S @ s;;;;;;;
2192966;4409;38;S;;frisches;f r I S @ s;;;;;;;
2197376;3527;38;@;;frisches;f r I S @ s;;;;;;;
2200904;3968;38;s;;frisches;f r I S @ s;;;;;;;
2204873;5291;39;g;;Gemüse;g @ m y: z @;;;;;;;
2210165;2204;39;@;;Gemüse;g @ m y: z @;;;;;;;
2212370;5291;39;m;;Gemüse;g @ m y: z @;;;;;;;
2217662;4850;39;y:;;Gemüse;g @ m y: z @;;;;;;;
2222513;5732;39;z;;Gemüse;g @ m y: z @;;;;;;;
2228246;7937;39;@;;Gemüse;g @ m y: z @;;;;;;;
2236184;50714;-1;<p:>;;;;;;;;;;
2286899;1763;40;d;;Die;d i:;;;;;;;
2288663;4409;40;i:;;Die;d i:;;;;;;;
2293073;3086;41;r;;Rosen;r o: z @ n;;;;;;;
2296160;13670;41;o:;;Rosen;r o: z @ n;;;;;;;
2309831;3527;41;z;;Rosen;r o: z @ n;;;;;;;
2313359;9260;41;@;;Rosen;r o: z @ n;;;;;;;
2322620;5291;41;n;;Rosen;r o: z @ n;;;;;;;
2327912;3086;42;b;;blühen;b l y: @ n;;;;;;;
2330999;2645;42;l;;blühen;b l y: @ n;;;;;;;
2333645;6614;42;y:;;blühen;b l y: @ n;;;;;;;
2340260;3968;42;@;;blühen;b l y: @ n;;;;;;;
2344229;4850;42;n;;blühen;b l y: @ n;;;;;;;
2349080;3527;43;I;;im;? I m;;;;;;;
2352608;4409;43;m;;im;? I m;;;;;;;
2357018;3527;44;g;;Garten;g a r t @ n;;;;;;;
2360546;7937;44;a;;Garten;g a r t @ n;;;;;;;
2368484;1322;44;r;;Garten;g a r t @ n;;;;;;;
2369807;4409;44;t;;Garten;g a r t @ n;;;;;;;
2374217;3086;44;@;;Garten;g a r t @ n;;;;;;;
2377304;7055;44;n;;Garten;g a r t @ n;;;;;;;
2384360;48509;-1;<p:>;;;;;;;;;;
2432870;1322;45;d;;Die;d i:;;;;;;;
2434193;5732;45;i:;;Die;d i:;;;;;;;
2439926;3527;46;z;;Sicht;z I C t;;;;;;;
2443454;4850;46;I;;Sicht;z I C t;;;;;;;
2448305;6614;46;C;;Sicht;z I C t;;;;;;;
2454920;7937;46;t;;Sicht;z I C t;;;;;;;
2462858;11906;-1;<p:>;;;;;;;;;;
2474765;1322;47;v;;war;v a: r;;;;;;;
2476088;5291;47;a:;;war;v a: r;;;;;;;
2481380;2204;47;r;;war;v a: r;;;;;;;
2483585;3527;48;k;;klar;k l a: r;;;;;;;
2487113;4409;48;l;;klar;k l a: r;;;;;;;
2491523;7496;48;a:;;klar;k l a: r;;;;;;;
2499020;1322;48;r;;klar;k l a: r;;;;;;;
2500343;5291;49;a;;am;? a m;;;;;;;
2505635;3527;49;m;;am;? a m;;;;;;;
2509163;2645;50;b;;Berg;b E 6 k;;;;;;;
2511809;4409;50;E;;Berg;b E 6 k;;;;;;;
2516219;6173;50;6;;Berg;b E 6 k;;;;;;;
2522393;6614;50;k;;Berg;b E 6 k;;;;;;;
2529008;42776;-1;<p:>;;;;;;;;;;
2571785;2204;51;d;;Der;d e: 6;;;;;;;
2573990;1763;51;e:;;Der;d e: 6;;;;;;;
2575754;1763;51;6;;Der;d e: 6;;;;;;;
2577518;1322;52;b;;Bus;b U s;;;;;;;
2578841;7496;52;U;;Bus;b U s;;;;;;;
2586338;11465;52;s;;Bus;b U s;;;;;;;
2597804;4850;-1;<p:>;;;;;;;;;;
2602655;4409;53;f;;fährt;f E: 6 t;;;;;;;
2607065;6173;53;E:;;fährt;f E: 6 t;;;;;;;
2613239;2645;53;6;;fährt;f E: 6 t;;;;;;;
2615885;3968;54;n;;nach;n a: x;;;;;;;
2619854;2204;54;a:;;nach;n a: x;;;;;;;
2622059;3086;54;x;;nach;n a: x;;;;;;;
2625146;4850;55;h;;Hause;h aU z @;;;;;;;
2629997;7496;55;aU;;Hause;h aU z @;;;;;;;
2637494;5732;55;z;;Hause;h aU z @;;;;;;;
2643227;6614;55;@;;Hause;h aU z @;;;;;;;
2649842;44540;-1;<p:>;;;;;;;;;;
2694383;1322;56;?;;Es;? E s;;;;;;;
2695706;3527;56;E;;Es;? E s;;;;;;;
2699234;3527;56;s;;Es;? E s;;;;;;;
2702762;5291;57;I;;ist;? I s t;;;;;;;
2708054;6173;57;s;;ist;? I s t;;;;;;;
2714228;2645;-1;<p:>;;;;;;;;;;
2716874;4850;58;n;;nass;n a s;;;;;;;
2721725;4850;58;a;;nass;n a s;;;;;;;
2726576;8819;58;s;;nass;n a s;;;;;;;
2735396;3527;59;?;;auf;? aU f;;;;;;;
2738924;6173;59;aU;;auf;? aU f;;;;;;;
2745098;3968;59;f;;auf;? aU f;;;;;;;
2749067;2645;60;d;;der;d e: 6;;;;;;;
2751713;2645;60;e:;;der;d e: 6;;;;;;;
2754359;1322;60;6;;der;d e: 6;;;;;;;
2755682;4850;61;S;;Straße;S t r a: s @;;;;;;;
2760533;1322;61;t;;Straße;S t r a: s @;;;;;;;
2761856;4850;61;r;;Straße;S t r a: s @;;;;;;;
2766707;8378;61;a:;;Straße;S t r a: s @;;;;;;;
2775086;6173;61;s;;Straße;S t r a: s @;;;;;;;
2781260;4850;61;@;;Straße;S t r a: s @;;;;;;;
2786111;46745;-1;<p:>;;;;;;;;;;
2832857;1763;62;?;;Ich;? I C;;;;;;;
2834621;2645;62;I;;Ich;? I C;;;;;;;
2837267;5732;62;C;;Ich;? I C;;;;;;;
2843000;2204;63;m;;mag;m a: k;;;;;;;
2845205;6173;63;a:;;mag;m a: k;;;;;;;
2851379;1322;63;k;;mag;m a: k;;;;;;;
2852702;5291;64;z;;Salz;z a l ts;;;;;;;
2857994;4409;64;a;;Salz;z a l ts;;;;;;;
2862404;9260;64;l;;Salz;z a l ts;;;;;;;
2871665;5291;64;ts;;Salz;z a l ts;;;;;;;
2876957;2645;65;?;;auf;? aU f;;;;;;;
2879603;5291;65;aU;;auf;? aU f;;;;;;;
2884895;3968;65;f;;auf;? aU f;;;;;;;
2888864;3527;66;m;;meinem;m aI n @ m;;;;;;;
2892392;5291;66;aI;;meinem;m aI n @ m;;;;;;;
2897684;1322;66;n;;meinem;m aI n @ m;;;;;;;
2899007;2204;66;@;;meinem;m aI n @ m;;;;;;;
2901212;3086;66;m;;meinem;m aI n @ m;;;;;;;
2904299;3086;67;?;;Essen;? E s @ n;;;;;;;
2907386;4850;67;E;;Essen;? E s @ n;;;;;;;
2912237;2645;67;s;;Essen;? E s @ n;;;;;;;
2914883;1763;67;@;;Essen;? E s @ n;;;;;;;
2916647;6614;67;n;;Essen;? E s @ n;;;;;;;
2923262;48509;-1;<p:>;;;;;;;;;;
2971772;2645;68;?;;Ein;? aI n;;;;;;;
2974418;3527;68;aI;;Ein;? aI n;;;;;;;
2977946;2645;68;n;;Ein;? aI n;;;;;;;
2980592;2645;-1;<p:>;;;;;;;;;;
2983238;3968;69;k;;Kuss;k U s;;;;;;;
2987207;3968;69;U;;Kuss;k U s;;;;;;;
2991176;11465;69;s;;Kuss;k U s;;;;;;;
3002642;4409;-1;<p:>;;;;;;;;;;
3007052;3968;70;I;;ist;? I s t;;;;;;;
3011021;3086;70;s;;ist;? I s t;;;;;;;
3014108;2645;70;t;;ist;? I s t;;;;;;;
3016754;2204;-1;<p:>;;;;;;;;;;
3018959;3527;71;z;;süß;z y: s;;;;;;;
3022487;11906;71;y:;;süß;z y: s;;;;;;;
3034394;5732;71;s;;süß;z y: s;;;;;;;
3040127;4850;-1;<p:>;;;;;;;;;;
3044978;2645;72;U;;und;? U n t;;;;;;;
3047624;1763;72;n;;und;? U n t;;;;;;;
3049388;8378;73;ts;;zärtlich;ts E: 6 t l I C;;;;;;;
3057767;1763;73;E:;;zärtlich;ts E: 6 t l I C;;;;;;;
3059531;3527;73;6;;zärtlich;ts E: 6 t l I C;;;;;;;
3063059;1322;73;t;;zärtlich;ts E: 6 t l I C;;;;;;;
3064382;6614;73;l;;zärtlich;ts E: 6 t l I C;;;;;;;
3070997;3527;73;I;;zärtlich;ts E: 6 t l I C;;;;;;;
3074525;8819;73;C;;zärtlich;ts E: 6 t l I C;;;;;;;
3083345;52478;-1;<p:>;;;;;;;;;;
3135824;1763;74;d;;Die;d i:;;;;;;;
3137588;4409;74;i:;;Die;d i:;;;;;;;
3141998;4850;75;h;;Hexe;h E k s @;;;;;;;
3146849;5291;75;E;;Hexe;h E k s @;;;;;;;
3152141;3086;75;k;;Hexe;h E k s @;;;;;;;
3155228;3968;75;s;;Hexe;h E k s @;;;;;;;
3159197;5732;75;@;;Hexe;h E k s @;;;;;;;
3164930;2645;76;d;;dachte;d a x t @;;;;;;;
3167576;1763;76;a;;dachte;d a x t @;;;;;;;
3169340;7937;76;x;;dachte;d a x t @;;;;;;;
3177278;4409;76;t;;dachte;d a x t @;;;;;;;
3181688;6173;76;@;;dachte;d a x t @;;;;;;;
3187862;1763;77;?;;an;? a n;;;;;;;
3189626;3086;77;a;;an;? a n;;;;;;;
3192713;7716;77;n;;an;? a n;;;;;;;
3200430;6393;78;i:;;ihren;? i: r @ n;;;;;;;
3206824;3528;78;r;;ihren;? i: r @ n;;;;;;;
3210353;2645;78;@;;ihren;? i: r @ n;;;;;;;
3212999;2645;78;n;;ihren;? i: r @ n;;;;;;;
3215645;7496;79;ts;;Zaubertrank;ts aU b 6 t r a N k;;;;;;;
3223142;5732;79;aU;;Zaubertrank;ts aU b 6 t r a N k;;;;;;;
3228875;2645;79;b;;Zaubertrank;ts aU b 6 t r a N k;;;;;;;
3231521;4850;79;6;;Zaubertrank;ts aU b 6 t r a N k;;;;;;;
3236372;1763;79;t;;Zaubertrank;ts aU b 6 t r a N k;;;;;;;
3238136;4850;79;r;;Zaubertrank;ts aU b 6 t r a N k;;;;;;;
3242987;3968;79;a;;Zaubertrank;ts aU b 6 t r a N k;;;;;;;
3246956;5291;79;N;;Zaubertrank;ts aU b 6 t r a N k;;;;;;;
3252248;7055;79;k;;Zaubertrank;ts aU b 6 t r a N k;;;;;;;
3259304;50273;-1;<p:>;;;;;;;;;;
3309578;1763;80;d;;Der;d e: 6;;;;;;;
3311342;2204;80;e:;;Der;d e: 6;;;;;;;
3313547;3968;80;6;;Der;d e: 6;;;;;;;
3317516;6614;81;ts;;Zug;ts u: k;;;;;;;
3324131;7496;81;u:;;Zug;ts u: k;;;;;;;
3331628;8378;81;k;;Zug;ts u: k;;;;;;;
3340007;6173;82;f;;fährt;f E: 6 t;;;;;;;
3346181;6173;82;E:;;fährt;f E: 6 t;;;;;;;
3352355;1322;82;6;;fährt;f E: 6 t;;;;;;;
3353678;2645;82;t;;fährt;f E: 6 t;;;;;;;
3356324;3086;-1;<p:>;;;;;;;;;;
3359411;3968;83;p;;pünktlich;p Y N k t l I C;;;;;;;
3363380;3086;83;Y;;pünktlich;p Y N k t l I C;;;;;;;
3366467;8378;83;N;;pünktlich;p Y N k t l I C;;;;;;;
3374846;1763;83;k;;pünktlich;p Y N k t l I C;;;;;;;
3376610;1322;83;t;;pünktlich;p Y N k t l I C;;;;;;;
3377933;1322;83;l;;pünktlich;p Y N k t l I C;;;;;;;
3379256;4850;83;I;;pünktlich;p Y N k t l I C;;;;;;;
3384107;7496;83;C;;pünktlich;p Y N k t l I C;;;;;;;
3391604;3527;84;?;;in;? I n;;;;;;;
3395132;1763;84;I;;in;? I n;;;;;;;
3396896;3086;84;n;;in;? I n;;;;;;;
3399983;2204;-1;<p:>;;;;;;;;;;
3402188;5291;85;k;;Karlsruhe;k a r l s r u: @;;;;;;;
3407480;2645;85;a;;Karlsruhe;k a r l s r u: @;;;;;;;
3410126;1322;85;r;;Karlsruhe;k a r l s r u: @;;;;;;;
3411449;4850;85;l;;Karlsruhe;k a r l s r u: @;;;;;;;
3416300;5732;85;s;;Karlsruhe;k a r l s r u: @;;;;;;;
3422033;3086;85;r;;Karlsruhe;k a r l s r u: @;;;;;;;
3425120;6614;85;u:;;Karlsruhe;k a r l s r u: @;;;;;;;
3431735;3968;85;@;;Karlsruhe;k a r l s r u: @;;;;;;;
3435704;2204;86;?;;ab;? a p;;;;;;;
3437909;5732;86;a;;ab;? a p;;;;;;;
3443642;1322;86;p;;ab;? a p;;;;;;;
3444965;50273;-1;<p:>;;;;;;;;;;
3495239;7937;87;z;;Säure;z OY r @;;;;;;;
3503177;8819;87;OY;;Säure;z OY r @;;;;;;;
3511997;5291;87;r;;Säure;z OY r @;;;;;;;
3517289;9260;87;@;;Säure;z OY r @;;;;;;;
3526550;3527;88;k;;kann;k a n;;;;;;;
3530078;2204;88;a;;kann;k a n;;;;;;;
3532283;4850;88;n;;kann;k a n;;;;;;;
3537134;3086;89;g;;gefährlich;g @ f E: 6 l I C;;;;;;;
3540221;1763;89;@;;gefährlich;g @ f E: 6 l I C;;;;;;;
3541985;6173;89;f;;gefährlich;g @ f E: 6 l I C;;;;;;;
3548159;4850;89;E:;;gefährlich;g @ f E: 6 l I C;;;;;;;
3553010;1763;89;6;;gefährlich;g @ f E: 6 l I C;;;;;;;
3554774;4409;89;l;;gefährlich;g @ f E: 6 l I C;;;;;;;
3559184;2645;89;I;;gefährlich;g @ f E: 6 l I C;;;;;;;
3561830;4409;89;C;;gefährlich;g @ f E: 6 l I C;;;;;;;
3566240;4409;90;z;;sein;z aI n;;;;;;;
3570650;11465;90;aI;;sein;z aI n;;;;;;;
3582116;11465;90;n;;sein;z aI n;;;;;;;
3593582;14552;-1;<p:>;;;;;;;;;;
3608135;1322;91;v;;wenn;v E n;;;;;;;
3609458;3527;91;E;;wenn;v E n;;;;;;;
3612986;3086;91;n;;wenn;v E n;;;;;;;
3616073;2645;92;m;;man;m a n;;;;;;;
3618719;3086;92;a;;man;m a n;;;;;;;
3621806;2204;92;n;;man;m a n;;;;;;;
3624011;2204;93;n;;nicht;n I C t;;;;;;;
3626216;3086;93;I;;nicht;n I C t;;;;;;;
3629303;4850;93;C;;nicht;n I C t;;;;;;;
3634154;1322;93;t;;nicht;n I C t;;;;;;;
3635477;3086;94;?;;aufpasst;? aU f p a s t;;;;;;;
3638564;6614;94;aU;;aufpasst;? aU f p a s t;;;;;;;
3645179;3968;94;f;;aufpasst;? aU f p a s t;;;;;;;
3649148;5732;94;p;;aufpasst;? aU f p a s t;;;;;;;
3654881;4850;94;a;;aufpasst;? aU f p a s t;;;;;;;
3659732;7055;94;s;;aufpasst;? aU f p a s t;;;;;;;
3666788;7496;94;t;;aufpasst;? aU f p a s t;;;;;;;
3674285;56447;-1;<p:>;;;;;;;;;;
3730733;1322;95;d;;Die;d i:;;;;;;;
3732056;4409;95;i:;;Die;d i:;;;;;;;
3736466;5291;96;z;;Sammlung;z a m l U N;;;;;;;
3741758;4409;96;a;;Sammlung;z a m l U N;;;;;;;
3746168;4850;96;m;;Sammlung;z a m l U N;;;;;;;
3751019;3527;96;l;;Sammlung;z a m l U N;;;;;;;
3754547;3527;96;U;;Sammlung;z a m l U N;;;;;;;
3758075;10583;96;N;;Sammlung;z a m l U N;;;;;;;
3768659;7055;97;f;;von;f O n;;;;;;;
3775715;1322;97;O;;von;f O n;;;;;;;
3777038;3086;97;n;;von;f O n;;;;;;;
3780125;5732;98;k;;Kunstwerken;k U n s t v 6 k @ n;;;;;;;
3785858;3086;98;U;;Kunstwerken;k U n s t v 6 k @ n;;;;;;;
3788945;2645;98;n;;Kunstwerken;k U n s t v 6 k @ n;;;;;;;
3791591;6173;98;s;;Kunstwerken;k U n s t v 6 k @ n;;;;;;;
3797765;2645;98;t;;Kunstwerken;k U n s t v 6 k @ n;;;;;;;
