BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
1255400;13229;23;s;;Kuss;k U s;;;;;;;
1268630;27341;-1;<p:>;;;;;;;;;;
1295972;5291;24;m;;Mist;m I s t;;;;;;;
1301264;7055;24;I;;Mist;m I s t;;;;;;;
1308320;6173;24;s;;Mist;m I s t;;;;;;;
1314494;7055;24;t;;Mist;m I s t;;;;;;;
1321550;26018;-1;<p:>;;;;;;;;;;
1347569;5291;25;f;;Fass;f a s;;;;;;;
1352861;7496;25;a;;Fass;f a s;;;;;;;
1360358;9701;25;s;;Fass;f a s;;;;;;;
1370060;43217;-1;<p:>;;;;;;;;;;
1413278;1763;26;g;;Glas;g l a: s;;;;;;;
1415042;2645;26;l;;Glas;g l a: s;;;;;;;
1417688;13229;26;a:;;Glas;g l a: s;;;;;;;
1430918;10583;26;s;;Glas;g l a: s;;;;;;;
1441502;24254;-1;<p:>;;;;;;;;;;
1465757;6614;27;S;;Stuss;S t u: s;;;;;;;
1472372;4409;27;t;;Stuss;S t u: s;;;;;;;
1476782;6614;27;u:;;Stuss;S t u: s;;;;;;;
1483397;15434;27;s;;Stuss;S t u: s;;;;;;;
1498832;15434;-1;<p:>;;;;;;;;;;
1514267;2645;28;g;;Genuss;g @ n U s;;;;;;;
1516913;2645;28;@;;Genuss;g @ n U s;;;;;;;
1519559;3527;28;n;;Genuss;g @ n U s;;;;;;;
1523087;6173;28;U;;Genuss;g @ n U s;;;;;;;
1529261;10583;28;s;;Genuss;g @ n U s;;;;;;;
1539845;47186;-1;<p:>;;;;;;;;;;
1587032;6614;29;ts;;Zug;ts u: k;;;;;;;
1593647;12788;29;u:;;Zug;ts u: k;;;;;;;
1606436;4850;29;k;;Zug;ts u: k;;;;;;;
1611287;16316;-1;<p:>;;;;;;;;;;
1627604;3527;30;h;;Hexe;h E k s @;;;;;;;
1631132;6173;30;E;;Hexe;h E k s @;;;;;;;
1637306;4850;30;k;;Hexe;h E k s @;;;;;;;
1642157;6614;30;s;;Hexe;h E k s @;;;;;;;
1648772;13229;30;@;;Hexe;h E k s @;;;;;;;
1662002;13670;-1;<p:>;;;;;;;;;;
1675673;4850;31;k;;Katze;k a t s @;;;;;;;
1680524;3527;31;a;;Katze;k a t s @;;;;;;;
1684052;4850;31;t;;Katze;k a t s @;;;;;;;
1688903;8819;31;s;;Katze;k a t s @;;;;;;;
1697723;10142;31;@;;Katze;k a t s @;;;;;;;
1707866;17639;-1;<p:>;;;;;;;;;;
1725506;7055;32;S;;Scherz;S E 6 ts;;;;;;;
1732562;1322;32;E;;Scherz;S E 6 ts;;;;;;;
1733885;14111;32;6;;Scherz;S E 6 ts;;;;;;;
1747997;11465;32;ts;;Scherz;S E 6 ts;;;;;;;
1759463;18080;-1;<p:>;;;;;;;;;;
1777544;7937;33;ts;;Zahn;ts a: n;;;;;;;
1785482;12347;33;a:;;Zahn;ts a: n;;;;;;;
1797830;5732;33;n;;Zahn;ts a: n;;;;;;;
1803563;18962;-1;<p:>;;;;;;;;;;
1822526;2204;34;k;;Xylophon;k s y l o f o: n;;;;;;;
1824731;3968;34;s;;Xylophon;k s y l o f o: n;;;;;;;
1828700;1763;34;y;;Xylophon;k s y l o f o: n;;;;;;;
1830464;3968;34;l;;Xylophon;k s y l o f o: n;;;;;;;
1834433;3968;34;o;;Xylophon;k s y l o f o: n;;;;;;;
1838402;5732;34;f;;Xylophon;k s y l o f o: n;;;;;;;
1844135;4409;34;o:;;Xylophon;k s y l o f o: n;;;;;;;
1848545;2645;34;n;;Xylophon;k s y l o f o: n;;;;;;;
1851191;23253;-1;<p:>;;;;;;;;;;
