BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
1429595;1763;24;s;;Mist;m I s t;;;;;;;
1431359;8819;24;t;;Mist;m I s t;;;;;;;
1440179;23372;-1;<p:>;;;;;;;;;;
1463552;6614;25;f;;Fass;f a s;;;;;;;
1470167;6614;25;a;;Fass;f a s;;;;;;;
1476782;1322;25;s;;Fass;f a s;;;;;;;
1478105;39689;-1;<p:>;;;;;;;;;;
1517795;2645;26;g;;Glas;g l a: s;;;;;;;
1520441;3527;26;l;;Glas;g l a: s;;;;;;;
1523969;11465;26;a:;;Glas;g l a: s;;;;;;;
1535435;9701;26;s;;Glas;g l a: s;;;;;;;
1545137;45422;-1;<p:>;;;;;;;;;;
1590560;6173;27;S;;Stuss;S t u: s;;;;;;;
1596734;5291;27;t;;Stuss;S t u: s;;;;;;;
1602026;4409;27;u:;;Stuss;S t u: s;;;;;;;
1606436;14993;27;s;;Stuss;S t u: s;;;;;;;
1621430;18962;-1;<p:>;;;;;;;;;;
1640393;3086;28;g;;Genuss;g @ n U s;;;;;;;
1643480;2204;28;@;;Genuss;g @ n U s;;;;;;;
1645685;4409;28;n;;Genuss;g @ n U s;;;;;;;
1650095;6173;28;U;;Genuss;g @ n U s;;;;;;;
1656269;1322;28;s;;Genuss;g @ n U s;;;;;;;
1657592;55124;-1;<p:>;;;;;;;;;;
1712717;8819;29;ts;;Zug;ts u: k;;;;;;;
1721537;10583;29;u:;;Zug;ts u: k;;;;;;;
1732121;4850;29;k;;Zug;ts u: k;;;;;;;
1736972;18521;-1;<p:>;;;;;;;;;;
1755494;4850;30;h;;Hexe;h E k s @;;;;;;;
1760345;2204;30;E;;Hexe;h E k s @;;;;;;;
1762550;7055;30;k;;Hexe;h E k s @;;;;;;;
1769606;5291;30;s;;Hexe;h E k s @;;;;;;;
1774898;11465;30;@;;Hexe;h E k s @;;;;;;;
1786364;26900;-1;<p:>;;;;;;;;;;
1813265;3968;31;k;;Katze;k a t s @;;;;;;;
1817234;3086;31;a;;Katze;k a t s @;;;;;;;
1820321;12347;31;t;;Katze;k a t s @;;;;;;;
1832669;1322;31;s;;Katze;k a t s @;;;;;;;
1833992;12347;31;@;;Katze;k a t s @;;;;;;;
1846340;37925;-1;<p:>;;;;;;;;;;
1884266;6173;32;S;;Scherz;S E 6 ts;;;;;;;
1890440;1763;32;E;;Scherz;S E 6 ts;;;;;;;
1892204;11906;32;6;;Scherz;S E 6 ts;;;;;;;
1904111;12788;32;ts;;Scherz;S E 6 ts;;;;;;;
1916900;29105;-1;<p:>;;;;;;;;;;
1946006;5732;33;ts;;Zahn;ts a: n;;;;;;;
1951739;13670;33;a:;;Zahn;ts a: n;;;;;;;
1965410;5732;33;n;;Zahn;ts a: n;;;;;;;
1971143;22490;-1;<p:>;;;;;;;;;;
1993634;1763;34;k;;Xylophon;k s y l o f o: n;;;;;;;
1995398;4850;34;s;;Xylophon;k s y l o f o: n;;;;;;;
2000249;3086;34;y;;Xylophon;k s y l o f o: n;;;;;;;
2003336;4409;34;l;;Xylophon;k s y l o f o: n;;;;;;;
2007746;5732;34;o;;Xylophon;k s y l o f o: n;;;;;;;
2013479;4850;34;f;;Xylophon;k s y l o f o: n;;;;;;;
2018330;7496;34;o:;;Xylophon;k s y l o f o: n;;;;;;;
2025827;4409;34;n;;Xylophon;k s y l o f o: n;;;;;;;
2030237;82466;-1;<p:>;;;;;;;;;;
2112704;2204;35;?;;Ich;? I C;;;;;;;
2114909;1322;35;I;;Ich;? I C;;;;;;;
2116232;4409;35;C;;Ich;? I C;;;;;;;
2120642;2645;36;?;;esse;? E s @;;;;;;;
2123288;6614;36;E;;esse;? E s @;;;;;;;
2129903;3527;36;s;;esse;? E s @;;;;;;;
2133431;4409;36;@;;esse;? E s @;;;;;;;
2137841;3968;37;g;;gern;g E 6 n;;;;;;;
2141810;1322;37;E;;gern;g E 6 n;;;;;;;
2143133;6614;37;6;;gern;g E 6 n;;;;;;;
2149748;5070;37;n;;gern;g E 6 n;;;;;;;
2154819;4188;38;f;;frisches;f r I S @ s;;;;;;;
2159008;3087;38;r;;frisches;f r I S @ s;;;;;;;
2162096;2204;38;I;;frisches;f r I S @ s;;;;;;;
2164301;5732;38;S;;frisches;f r I S @ s;;;;;;;
2170034;6173;38;@;;frisches;f r I S @ s;;;;;;;
2176208;1763;38;s;;frisches;f r I S @ s;;;;;;;
2177972;4409;-1;<p:>;;;;;;;;;;
2182382;1763;39;g;;Gemüse;g @ m y: z @;;;;;;;
2184146;2645;39;@;;Gemüse;g @ m y: z @;;;;;;;
2186792;6173;39;m;;Gemüse;g @ m y: z @;;;;;;;
2192966;4850;39;y:;;Gemüse;g @ m y: z @;;;;;;;
2197817;4409;39;z;;Gemüse;g @ m y: z @;;;;;;;
2202227;8378;39;@;;Gemüse;g @ m y: z @;;;;;;;
2210606;32192;-1;<p:>;;;;;;;;;;
2242799;1763;40;d;;Die;d i:;;;;;;;
2244563;4409;40;i:;;Die;d i:;;;;;;;
2248973;3527;41;r;;Rosen;r o: z @ n;;;;;;;
2252501;10142;41;o:;;Rosen;r o: z @ n;;;;;;;
2262644;3086;41;z;;Rosen;r o: z @ n;;;;;;;
2265731;3527;41;@;;Rosen;r o: z @ n;;;;;;;
2269259;3527;41;n;;Rosen;r o: z @ n;;;;;;;
2272787;1322;42;b;;blühen;b l y: @ n;;;;;;;
2274110;3968;42;l;;blühen;b l y: @ n;;;;;;;
2278079;5291;42;y:;;blühen;b l y: @ n;;;;;;;
2283371;2204;42;@;;blühen;b l y: @ n;;;;;;;
2285576;4409;42;n;;blühen;b l y: @ n;;;;;;;
2289986;1322;43;?;;im;? I m;;;;;;;
2291309;2204;43;I;;im;? I m;;;;;;;
2293514;3968;43;m;;im;? I m;;;;;;;
2297483;2645;44;g;;Garten;g a r t @ n;;;;;;;
2300129;10583;44;a;;Garten;g a r t @ n;;;;;;;
2310713;3086;44;r;;Garten;g a r t @ n;;;;;;;
2313800;1763;44;t;;Garten;g a r t @ n;;;;;;;
2315564;9701;44;n;;Garten;g a r t @ n;;;;;;;
2325266;33074;-1;<p:>;;;;;;;;;;
2358341;2204;45;d;;Die;d i:;;;;;;;
2360546;3968;45;i:;;Die;d i:;;;;;;;
2364515;4850;-1;<p:>;;;;;;;;;;
2369366;1322;46;z;;Sicht;z I C t;;;;;;;
2370689;3968;46;I;;Sicht;z I C t;;;;;;;
2374658;3527;46;C;;Sicht;z I C t;;;;;;;
2378186;3527;46;t;;Sicht;z I C t;;;;;;;
2381714;2204;-1;<p:>;;;;;;;;;;
2383919;3527;47;v;;war;v a: r;;;;;;;
2387447;4409;47;a:;;war;v a: r;;;;;;;
2391857;1763;47;r;;war;v a: r;;;;;;;
2393621;2204;48;k;;klar;k l a: r;;;;;;;
2395826;4409;48;l;;klar;k l a: r;;;;;;;
2400236;9701;48;a:;;klar;k l a: r;;;;;;;
2409938;2204;48;r;;klar;k l a: r;;;;;;;
2412143;2204;49;a;;am;? a m;;;;;;;
2414348;3086;49;m;;am;? a m;;;;;;;
2417435;3086;50;b;;Berg;b E 6 k;;;;;;;
2420522;3527;50;E;;Berg;b E 6 k;;;;;;;
2424050;9701;50;6;;Berg;b E 6 k;;;;;;;
2433752;3968;50;k;;Berg;b E 6 k;;;;;;;
2437721;22490;-1;<p:>;;;;;;;;;;
2460212;1763;51;d;;Der;d e: 6;;;;;;;
2461976;2204;51;e:;;Der;d e: 6;;;;;;;
2464181;1763;51;6;;Der;d e: 6;;;;;;;
2465945;1322;52;b;;Bus;b U s;;;;;;;
2467268;8819;52;U;;Bus;b U s;;;;;;;
2476088;1322;52;s;;Bus;b U s;;;;;;;
2477411;3968;-1;<p:>;;;;;;;;;;
2481380;6614;53;f;;fährt;f E: 6 t;;;;;;;
2487995;13670;53;E:;;fährt;f E: 6 t;;;;;;;
2501666;5291;53;6;;fährt;f E: 6 t;;;;;;;
2506958;1322;53;t;;fährt;f E: 6 t;;;;;;;
2508281;2204;54;n;;nach;n a: x;;;;;;;
2510486;2645;54;a:;;nach;n a: x;;;;;;;
2513132;3968;54;x;;nach;n a: x;;;;;;;
2517101;3086;55;h;;Hause;h aU z @;;;;;;;
2520188;10583;55;aU;;Hause;h aU z @;;;;;;;
2530772;1763;55;z;;Hause;h aU z @;;;;;;;
2532536;9701;55;@;;Hause;h aU z @;;;;;;;
2542238;29546;-1;<p:>;;;;;;;;;;
2571785;2645;56;?;;Es;? E s;;;;;;;
2574431;3086;56;E;;Es;? E s;;;;;;;
2577518;2204;56;s;;Es;? E s;;;;;;;
2579723;1763;57;?;;ist;? I s t;;;;;;;
2581487;2204;57;I;;ist;? I s t;;;;;;;
2583692;1763;57;s;;ist;? I s t;;;;;;;
2585456;2204;57;t;;ist;? I s t;;;;;;;
2587661;3086;-1;<p:>;;;;;;;;;;
2590748;4850;58;n;;nass;n a s;;;;;;;
2595599;7055;58;a;;nass;n a s;;;;;;;
2602655;1322;58;s;;nass;n a s;;;;;;;
2603978;11906;-1;<p:>;;;;;;;;;;
2615885;1763;59;?;;auf;? aU f;;;;;;;
2617649;5732;59;aU;;auf;? aU f;;;;;;;
2623382;1763;59;f;;auf;? aU f;;;;;;;
2625146;2645;60;d;;der;d e: 6;;;;;;;
2627792;1763;60;e:;;der;d e: 6;;;;;;;
2629556;2645;60;6;;der;d e: 6;;;;;;;
2632202;6614;61;S;;Straße;S t r a: s @;;;;;;;
2638817;1322;61;t;;Straße;S t r a: s @;;;;;;;
2640140;5732;61;r;;Straße;S t r a: s @;;;;;;;
2645873;9260;61;a:;;Straße;S t r a: s @;;;;;;;
2655134;5732;61;s;;Straße;S t r a: s @;;;;;;;
2660867;4409;61;@;;Straße;S t r a: s @;;;;;;;
2665277;35279;-1;<p:>;;;;;;;;;;
2700557;8819;62;?;;Ich;? I C;;;;;;;
2709377;1763;62;I;;Ich;? I C;;;;;;;
2711141;4409;62;C;;Ich;? I C;;;;;;;
2715551;2645;63;m;;mag;m a: k;;;;;;;
2718197;2645;63;a:;;mag;m a: k;;;;;;;
2720843;6173;63;k;;mag;m a: k;;;;;;;
2727017;1322;64;z;;Salz;z a l ts;;;;;;;
2728340;6614;64;a;;Salz;z a l ts;;;;;;;
2734955;7055;64;l;;Salz;z a l ts;;;;;;;
2742011;8819;64;ts;;Salz;z a l ts;;;;;;;
2750831;5732;-1;<p:>;;;;;;;;;;
2756564;2645;65;?;;auf;? aU f;;;;;;;
2759210;2645;65;aU;;auf;? aU f;;;;;;;
2761856;4409;65;f;;auf;? aU f;;;;;;;
2766266;3086;66;m;;meinem;m aI n @ m;;;;;;;
2769353;5291;66;aI;;meinem;m aI n @ m;;;;;;;
2774645;1763;66;n;;meinem;m aI n @ m;;;;;;;
2776409;2204;66;@;;meinem;m aI n @ m;;;;;;;
2778614;3086;66;m;;meinem;m aI n @ m;;;;;;;
2781701;2204;67;?;;Essen;? E s @ n;;;;;;;
2783906;5732;67;E;;Essen;? E s @ n;;;;;;;
2789639;5291;67;s;;Essen;? E s @ n;;;;;;;
2794931;7937;67;n;;Essen;? E s @ n;;;;;;;
2802869;35720;-1;<p:>;;;;;;;;;;
2838590;3968;68;?;;Ein;? aI n;;;;;;;
2842559;3086;68;aI;;Ein;? aI n;;;;;;;
2845646;3968;68;n;;Ein;? aI n;;;;;;;
2849615;5732;69;k;;Kuss;k U s;;;;;;;
2855348;3527;69;U;;Kuss;k U s;;;;;;;
2858876;2204;69;s;;Kuss;k U s;;;;;;;
2861081;4850;-1;<p:>;;;;;;;;;;
2865932;5732;70;?;;ist;? I s t;;;;;;;
2871665;2645;70;I;;ist;? I s t;;;;;;;
2874311;1322;70;s;;ist;? I s t;;;;;;;
2875634;5291;70;t;;ist;? I s t;;;;;;;
2880926;1322;71;z;;süß;z y: s;;;;;;;
2882249;9701;71;y:;;süß;z y: s;;;;;;;
2891951;1763;71;s;;süß;z y: s;;;;;;;
2893715;5291;-1;<p:>;;;;;;;;;;
2899007;3086;72;?;;und;? U n t;;;;;;;
2902094;2645;72;U;;und;? U n t;;;;;;;
2904740;2204;72;n;;und;? U n t;;;;;;;
2906945;4850;-1;<p:>;;;;;;;;;;
2911796;4850;73;ts;;zärtlich;ts E: 6 t l I C;;;;;;;
2916647;3086;73;E:;;zärtlich;ts E: 6 t l I C;;;;;;;
2919734;4850;73;6;;zärtlich;ts E: 6 t l I C;;;;;;;
2924585;4850;73;t;;zärtlich;ts E: 6 t l I C;;;;;;;
2929436;2645;73;l;;zärtlich;ts E: 6 t l I C;;;;;;;
2932082;3527;73;I;;zärtlich;ts E: 6 t l I C;;;;;;;
2935610;32633;73;j;;zärtlich;ts E: 6 t l I C;;;;;;;
2968244;8378;-1;<p:>;;;;;;;;;;
2976623;1763;74;d;;Die;d i:;;;;;;;
2978387;3527;74;i:;;Die;d i:;;;;;;;
2981915;2645;75;h;;Hexe;h E k s @;;;;;;;
2984561;2645;75;E;;Hexe;h E k s @;;;;;;;
2987207;5732;75;k;;Hexe;h E k s @;;;;;;;
2992940;3086;75;s;;Hexe;h E k s @;;;;;;;
2996027;11024;75;@;;Hexe;h E k s @;;;;;;;
3007052;1763;76;d;;dachte;d a x t @;;;;;;;
3008816;3086;76;a;;dachte;d a x t @;;;;;;;
3011903;4409;76;x;;dachte;d a x t @;;;;;;;
3016313;1542;76;t;;dachte;d a x t @;;;;;;;
3017856;1542;77;?;;an;? a n;;;;;;;
3019399;7938;77;a;;an;? a n;;;;;;;
3027338;3086;77;n;;an;? a n;;;;;;;
3030425;3086;-1;<p:>;;;;;;;;;;
3033512;4850;78;i:;;ihren;? i: r @ n;;;;;;;
3038363;2204;78;6;;ihren;? i: r @ n;;;;;;;
3040568;2204;78;n;;ihren;? i: r @ n;;;;;;;
3042773;2645;-1;<p:>;;;;;;;;;;
3045419;3527;79;ts;;Zaubertrank;ts aU b 6 t r a N k;;;;;;;
3048947;8378;79;aU;;Zaubertrank;ts aU b 6 t r a N k;;;;;;;
3057326;1763;79;b;;Zaubertrank;ts aU b 6 t r a N k;;;;;;;
3059090;4850;79;6;;Zaubertrank;ts aU b 6 t r a N k;;;;;;;
3063941;2204;79;t;;Zaubertrank;ts aU b 6 t r a N k;;;;;;;
3066146;3527;79;r;;Zaubertrank;ts aU b 6 t r a N k;;;;;;;
3069674;3086;79;a;;Zaubertrank;ts aU b 6 t r a N k;;;;;;;
3072761;7496;79;N;;Zaubertrank;ts aU b 6 t r a N k;;;;;;;
3080258;2204;79;k;;Zaubertrank;ts aU b 6 t r a N k;;;;;;;
3082463;38366;-1;<p:>;;;;;;;;;;
3120830;2204;80;d;;Der;d e: 6;;;;;;;
3123035;1763;80;e:;;Der;d e: 6;;;;;;;
3124799;2204;80;6;;Der;d e: 6;;;;;;;
3127004;5291;-1;<p:>;;;;;;;;;;
3132296;2645;81;ts;;Zug;ts u: k;;;;;;;
3134942;8378;81;u:;;Zug;ts u: k;;;;;;;
3143321;3086;81;k;;Zug;ts u: k;;;;;;;
3146408;5291;82;f;;fährt;f E: 6 t;;;;;;;
3151700;5732;82;E:;;fährt;f E: 6 t;;;;;;;
3157433;2204;82;6;;fährt;f E: 6 t;;;;;;;
3159638;3086;83;p;;pünktlich;p Y N k t l I C;;;;;;;
3162725;2645;83;Y;;pünktlich;p Y N k t l I C;;;;;;;
3165371;6614;83;N;;pünktlich;p Y N k t l I C;;;;;;;
3171986;1322;83;k;;pünktlich;p Y N k t l I C;;;;;;;
3173309;1322;83;t;;pünktlich;p Y N k t l I C;;;;;;;
3174632;2645;83;l;;pünktlich;p Y N k t l I C;;;;;;;
3177278;1322;83;I;;pünktlich;p Y N k t l I C;;;;;;;
3178601;3086;83;C;;pünktlich;p Y N k t l I C;;;;;;;
3181688;1322;84;?;;in;? I n;;;;;;;
3183011;2204;84;I;;in;? I n;;;;;;;
3185216;3086;84;n;;in;? I n;;;;;;;
3188303;5291;85;k;;Karlsruhe;k a r l s r u: @;;;;;;;
3193595;9260;85;a;;Karlsruhe;k a r l s r u: @;;;;;;;
3202856;1322;85;r;;Karlsruhe;k a r l s r u: @;;;;;;;
3204179;1763;85;l;;Karlsruhe;k a r l s r u: @;;;;;;;
3205943;1322;85;s;;Karlsruhe;k a r l s r u: @;;;;;;;
3207266;3086;85;r;;Karlsruhe;k a r l s r u: @;;;;;;;
3210353;5291;85;u:;;Karlsruhe;k a r l s r u: @;;;;;;;
3215645;3527;85;@;;Karlsruhe;k a r l s r u: @;;;;;;;
3219173;3086;86;?;;ab;? a p;;;;;;;
3222260;4409;86;a;;ab;? a p;;;;;;;
3226670;1322;86;p;;ab;? a p;;;;;;;
3227993;39689;-1;<p:>;;;;;;;;;;
3267683;1763;87;z;;Säure;z OY r @;;;;;;;
3269447;7055;87;OY;;Säure;z OY r @;;;;;;;
3276503;4409;87;r;;Säure;z OY r @;;;;;;;
3280913;2204;87;@;;Säure;z OY r @;;;;;;;
3283118;5732;88;k;;kann;k a n;;;;;;;
3288851;1322;88;a;;kann;k a n;;;;;;;
3290174;3086;88;N;;kann;k a n;;;;;;;
3293261;1322;89;g;;gefährlich;g @ f E: 6 l I C;;;;;;;
3294584;2645;89;@;;gefährlich;g @ f E: 6 l I C;;;;;;;
3297230;4409;89;f;;gefährlich;g @ f E: 6 l I C;;;;;;;
3301640;3086;89;E:;;gefährlich;g @ f E: 6 l I C;;;;;;;
3304727;3527;89;6;;gefährlich;g @ f E: 6 l I C;;;;;;;
3308255;2645;89;l;;gefährlich;g @ f E: 6 l I C;;;;;;;
3310901;2645;89;I;;gefährlich;g @ f E: 6 l I C;;;;;;;
3313547;3086;89;C;;gefährlich;g @ f E: 6 l I C;;;;;;;
3316634;3527;-1;<p:>;;;;;;;;;;
3320162;10142;90;aI;;sein;z aI n;;;;;;;
3330305;3968;90;n;;sein;z aI n;;;;;;;
3334274;21608;-1;<p:>;;;;;;;;;;
3355883;2204;91;v;;wenn;v E n;;;;;;;
3358088;2204;91;E;;wenn;v E n;;;;;;;
3360293;1322;91;n;;wenn;v E n;;;;;;;
3361616;1763;92;m;;man;m a n;;;;;;;
3363380;3086;92;a;;man;m a n;;;;;;;
3366467;1322;92;n;;man;m a n;;;;;;;
3367790;1322;93;n;;nicht;n I C t;;;;;;;
3369113;1763;93;I;;nicht;n I C t;;;;;;;
3370877;3527;93;C;;nicht;n I C t;;;;;;;
3374405;2645;94;?;;aufpasst;? aU f p a s t;;;;;;;
3377051;6173;94;aU;;aufpasst;? aU f p a s t;;;;;;;
3383225;3968;94;f;;aufpasst;? aU f p a s t;;;;;;;
3387194;5291;94;p;;aufpasst;? aU f p a s t;;;;;;;
3392486;4850;94;a;;aufpasst;? aU f p a s t;;;;;;;
3397337;1322;94;s;;aufpasst;? aU f p a s t;;;;;;;
3398660;7937;94;t;;aufpasst;? aU f p a s t;;;;;;;
3406598;37925;-1;<p:>;;;;;;;;;;
3444524;1322;95;d;;Die;d i:;;;;;;;
3445847;5732;95;i:;;Die;d i:;;;;;;;
3451580;1763;96;z;;Sammlung;z a m l U N;;;;;;;
3453344;5732;96;a;;Sammlung;z a m l U N;;;;;;;
3459077;3527;96;m;;Sammlung;z a m l U N;;;;;;;
3462605;1322;96;l;;Sammlung;z a m l U N;;;;;;;
3463928;3968;96;U;;Sammlung;z a m l U N;;;;;;;
3467897;3968;96;N;;Sammlung;z a m l U N;;;;;;;
3471866;1322;97;f;;von;f O n;;;;;;;
3473189;3086;97;O;;von;f O n;;;;;;;
3476276;2645;97;n;;von;f O n;;;;;;;
3478922;3527;98;k;;Kunstwerken;k U n s t v 6 k @ n;;;;;;;
3482450;3527;98;U;;Kunstwerken;k U n s t v 6 k @ n;;;;;;;
3485978;4850;98;n;;Kunstwerken;k U n s t v 6 k @ n;;;;;;;
