BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
3347504;1322;83;t;;pünktlich;p Y N k t l I C;;;;;;;
3348827;2204;83;l;;pünktlich;p Y N k t l I C;;;;;;;
3351032;3086;83;I;;pünktlich;p Y N k t l I C;;;;;;;
3354119;1763;83;C;;pünktlich;p Y N k t l I C;;;;;;;
3355883;5291;84;?;;in;? I n;;;;;;;
3361175;2645;84;I;;in;? I n;;;;;;;
3363821;2204;84;n;;in;? I n;;;;;;;
3366026;3968;-1;<p:>;;;;;;;;;;
3369995;5732;85;k;;Karlsruhe;k a r l s r u: @;;;;;;;
3375728;1763;85;a;;Karlsruhe;k a r l s r u: @;;;;;;;
3377492;1322;85;r;;Karlsruhe;k a r l s r u: @;;;;;;;
3378815;7496;85;l;;Karlsruhe;k a r l s r u: @;;;;;;;
3386312;2645;85;s;;Karlsruhe;k a r l s r u: @;;;;;;;
3388958;4850;85;r;;Karlsruhe;k a r l s r u: @;;;;;;;
3393809;7937;85;u:;;Karlsruhe;k a r l s r u: @;;;;;;;
3401747;14111;85;@;;Karlsruhe;k a r l s r u: @;;;;;;;
3415859;22931;-1;<p:>;;;;;;;;;;
3438791;1322;86;a;;ab;? a p;;;;;;;
3440114;1322;86;p;;ab;? a p;;;;;;;
3441437;22490;-1;<p:>;;;;;;;;;;
3463928;2204;87;z;;Säure;z OY r @;;;;;;;
3466133;8819;87;OY;;Säure;z OY r @;;;;;;;
3474953;5732;87;r;;Säure;z OY r @;;;;;;;
3480686;14552;87;@;;Säure;z OY r @;;;;;;;
3495239;8378;-1;<p:>;;;;;;;;;;
3503618;3527;88;k;;kann;k a n;;;;;;;
3507146;2204;88;a;;kann;k a n;;;;;;;
3509351;4850;88;n;;kann;k a n;;;;;;;
3514202;2645;89;g;;gefährlich;g @ f E: 6 l I C;;;;;;;
3516848;1763;89;@;;gefährlich;g @ f E: 6 l I C;;;;;;;
3518612;3527;89;f;;gefährlich;g @ f E: 6 l I C;;;;;;;
3522140;7937;89;E:;;gefährlich;g @ f E: 6 l I C;;;;;;;
3530078;2645;89;6;;gefährlich;g @ f E: 6 l I C;;;;;;;
3532724;3527;89;l;;gefährlich;g @ f E: 6 l I C;;;;;;;
3536252;2645;89;I;;gefährlich;g @ f E: 6 l I C;;;;;;;
3538898;3527;89;C;;gefährlich;g @ f E: 6 l I C;;;;;;;
3542426;5291;-1;<p:>;;;;;;;;;;
3547718;9701;90;aI;;sein;z aI n;;;;;;;
3557420;9260;90;n;;sein;z aI n;;;;;;;
3566681;13670;-1;<p:>;;;;;;;;;;
3580352;1322;91;v;;wenn;v E n;;;;;;;
3581675;3968;91;E;;wenn;v E n;;;;;;;
3585644;3086;91;n;;wenn;v E n;;;;;;;
3588731;1763;92;m;;man;m a n;;;;;;;
3590495;3527;92;a;;man;m a n;;;;;;;
3594023;4409;92;n;;man;m a n;;;;;;;
3598433;1322;93;n;;nicht;n I C t;;;;;;;
3599756;2204;93;I;;nicht;n I C t;;;;;;;
3601961;3086;93;C;;nicht;n I C t;;;;;;;
3605048;2645;93;t;;nicht;n I C t;;;;;;;
3607694;3086;94;?;;aufpasst;? aU f p a s t;;;;;;;
3610781;5732;94;aU;;aufpasst;? aU f p a s t;;;;;;;
3616514;2645;94;f;;aufpasst;? aU f p a s t;;;;;;;
3619160;1322;94;p;;aufpasst;? aU f p a s t;;;;;;;
3620483;6614;94;a;;aufpasst;? aU f p a s t;;;;;;;
3627098;1322;94;s;;aufpasst;? aU f p a s t;;;;;;;
3628421;10142;94;t;;aufpasst;? aU f p a s t;;;;;;;
3638564;48950;-1;<p:>;;;;;;;;;;
3687515;1322;95;d;;Die;d i:;;;;;;;
3688838;4409;95;i:;;Die;d i:;;;;;;;
3693248;2645;96;z;;Sammlung;z a m l U N;;;;;;;
3695894;6173;96;a;;Sammlung;z a m l U N;;;;;;;
3702068;5291;96;m;;Sammlung;z a m l U N;;;;;;;
3707360;2645;96;l;;Sammlung;z a m l U N;;;;;;;
3710006;4409;96;U;;Sammlung;z a m l U N;;;;;;;
3714416;8819;96;N;;Sammlung;z a m l U N;;;;;;;
3723236;3527;97;f;;von;f O n;;;;;;;
3726764;1763;97;O;;von;f O n;;;;;;;
3728528;3527;97;n;;von;f O n;;;;;;;
3732056;5291;-1;<p:>;;;;;;;;;;
