BEGIN;DURATION;TOKEN;MAU;MAS;ORT;KAN;TRO;MRP;KAS;SPK;TRN;SPD;VAD
457190;1763;9;m;;Sammlung;z a m l U N;;;;;;;
458954;4850;9;l;;Sammlung;z a m l U N;;;;;;;
463805;4850;9;U;;Sammlung;z a m l U N;;;;;;;
468656;5291;9;N;;Sammlung;z a m l U N;;;;;;;
473948;18962;-1;<p:>;;;;;;;;;;
492911;1322;10;z;;Sekunde;z e k U n d @;;;;;;;
494234;5291;10;e;;Sekunde;z e k U n d @;;;;;;;
499526;3968;10;k;;Sekunde;z e k U n d @;;;;;;;
503495;3527;10;U;;Sekunde;z e k U n d @;;;;;;;
507023;5291;10;n;;Sekunde;z e k U n d @;;;;;;;
512315;1322;10;d;;Sekunde;z e k U n d @;;;;;;;
513638;5291;10;@;;Sekunde;z e k U n d @;;;;;;;
518930;37043;-1;<p:>;;;;;;;;;;
555974;2204;11;?;;Essen;? E s @ n;;;;;;;
558179;8819;11;E;;Essen;? E s @ n;;;;;;;
566999;4850;11;s;;Essen;? E s @ n;;;;;;;
571850;18080;11;n;;Essen;? E s @ n;;;;;;;
589931;6173;-1;<p:>;;;;;;;;;;
596105;3527;12;l;;Lesen;l e: z @ n;;;;;;;
599633;10142;12;e:;;Lesen;l e: z @ n;;;;;;;
609776;1322;12;z;;Lesen;l e: z @ n;;;;;;;
611099;5291;12;@;;Lesen;l e: z @ n;;;;;;;
616391;15434;12;n;;Lesen;l e: z @ n;;;;;;;
631826;7937;-1;<p:>;;;;;;;;;;
639764;1322;13;r;;Rasen;r a: z @ n;;;;;;;
641087;13670;13;a:;;Rasen;r a: z @ n;;;;;;;
654758;1322;13;z;;Rasen;r a: z @ n;;;;;;;
656081;4409;13;@;;Rasen;r a: z @ n;;;;;;;
660491;13229;13;n;;Rasen;r a: z @ n;;;;;;;
673721;11465;-1;<p:>;;;;;;;;;;
685187;1322;14;r;;Rosen;r o: z @ n;;;;;;;
686510;13229;14;o:;;Rosen;r o: z @ n;;;;;;;
699740;3086;14;z;;Rosen;r o: z @ n;;;;;;;
702827;3527;14;@;;Rosen;r o: z @ n;;;;;;;
706355;12347;14;n;;Rosen;r o: z @ n;;;;;;;
718703;12347;-1;<p:>;;;;;;;;;;
731051;4850;15;v;;Wissen;v I s @ n;;;;;;;
735902;12788;15;I;;Wissen;v I s @ n;;;;;;;
748691;1322;15;s;;Wissen;v I s @ n;;;;;;;
750014;2645;15;@;;Wissen;v I s @ n;;;;;;;
752660;11465;15;n;;Wissen;v I s @ n;;;;;;;
764126;23372;-1;<p:>;;;;;;;;;;
787499;3968;16;f;;Fressen;f r E s @ n;;;;;;;
791468;3086;16;r;;Fressen;f r E s @ n;;;;;;;
794555;5732;16;E;;Fressen;f r E s @ n;;;;;;;
800288;1322;16;s;;Fressen;f r E s @ n;;;;;;;
801611;5732;16;@;;Fressen;f r E s @ n;;;;;;;
807344;14993;16;n;;Fressen;f r E s @ n;;;;;;;
822338;11906;-1;<p:>;;;;;;;;;;
834245;9260;17;S;;Schießen;S i: s @ n;;;;;;;
843506;10583;17;i:;;Schießen;S i: s @ n;;;;;;;
854090;3527;17;s;;Schießen;S i: s @ n;;;;;;;
857618;2204;17;@;;Schießen;S i: s @ n;;;;;;;
859823;12788;17;n;;Schießen;S i: s @ n;;;;;;;
872612;12347;-1;<p:>;;;;;;;;;;
884960;5291;18;f;;Fließen;f l i: s @ n;;;;;;;
890252;1763;18;l;;Fließen;f l i: s @ n;;;;;;;
892016;15434;18;i:;;Fließen;f l i: s @ n;;;;;;;
907451;2204;18;s;;Fließen;f l i: s @ n;;;;;;;
909656;2645;18;@;;Fließen;f l i: s @ n;;;;;;;
912302;13229;18;n;;Fließen;f l i: s @ n;;;;;;;
925532;12347;-1;<p:>;;;;;;;;;;
937880;3086;19;r;;Reisen;r aI z @ n;;;;;;;
940967;11906;19;aI;;Reisen;r aI z @ n;;;;;;;
952874;3527;19;z;;Reisen;r aI z @ n;;;;;;;
956402;3086;19;@;;Reisen;r aI z @ n;;;;;;;
959489;11906;19;n;;Reisen;r aI z @ n;;;;;;;
971396;33074;-1;<p:>;;;;;;;;;;
1004471;1322;20;b;;Bus;b U s;;;;;;;
1005794;7055;20;U;;Bus;b U s;;;;;;;
1012850;1322;20;s;;Bus;b U s;;;;;;;
1014173;24254;-1;<p:>;;;;;;;;;;
1038428;6614;21;n;;Nass;n a s;;;;;;;
1045043;7496;21;a;;Nass;n a s;;;;;;;
1052540;1322;21;s;;Nass;n a s;;;;;;;
1053863;36602;-1;<p:>;;;;;;;;;;
1090466;7055;22;S;;Schluss;S l U s;;;;;;;
1097522;3968;22;l;;Schluss;S l U s;;;;;;;
1101491;7496;22;U;;Schluss;S l U s;;;;;;;
1108988;1322;22;s;;Schluss;S l U s;;;;;;;
1110311;35279;-1;<p:>;;;;;;;;;;
1145591;5732;23;k;;Kuss;k U s;;;;;;;
1151324;6173;23;U;;Kuss;k U s;;;;;;;
1157498;1322;23;s;;Kuss;k U s;;;;;;;
1158821;39689;-1;<p:>;;;;;;;;;;
1198511;4409;24;m;;Mist;m I s t;;;;;;;
1202921;4850;24;I;;Mist;m I s t;;;;;;;
1207772;1322;24;s;;Mist;m I s t;;;;;;;
1209095;38807;-1;<p:>;;;;;;;;;;
1247903;6173;25;f;;Fass;f a s;;;;;;;
1254077;7496;25;a;;Fass;f a s;;;;;;;
1261574;1322;25;s;;Fass;f a s;;;;;;;
1262897;35720;-1;<p:>;;;;;;;;;;
1298618;3086;26;g;;Glas;g l a: s;;;;;;;
1301705;2645;26;l;;Glas;g l a: s;;;;;;;
1304351;15434;26;a:;;Glas;g l a: s;;;;;;;
1319786;1322;26;s;;Glas;g l a: s;;;;;;;
1321109;33956;-1;<p:>;;;;;;;;;;
1355066;7496;27;S;;Stuss;S t u: s;;;;;;;
1362563;10142;27;t;;Stuss;S t u: s;;;;;;;
1372706;6173;27;u:;;Stuss;S t u: s;;;;;;;
1378880;9701;27;s;;Stuss;S t u: s;;;;;;;
1388582;45422;-1;<p:>;;;;;;;;;;
1434005;3086;28;g;;Genuss;g @ n U s;;;;;;;
1437092;3086;28;@;;Genuss;g @ n U s;;;;;;;
1440179;4409;28;n;;Genuss;g @ n U s;;;;;;;
1444589;6614;28;U;;Genuss;g @ n U s;;;;;;;
1451204;1322;28;s;;Genuss;g @ n U s;;;;;;;
1452527;71441;-1;<p:>;;;;;;;;;;
1523969;8819;29;ts;;Zug;ts u: k;;;;;;;
1532789;11024;29;u:;;Zug;ts u: k;;;;;;;
1543814;3527;29;k;;Zug;ts u: k;;;;;;;
1547342;23372;-1;<p:>;;;;;;;;;;
1570715;3527;30;h;;Hexe;h E k s @;;;;;;;
1574243;8378;30;E;;Hexe;h E k s @;;;;;;;
1582622;6614;30;k;;Hexe;h E k s @;;;;;;;
1589237;1763;30;s;;Hexe;h E k s @;;;;;;;
1591001;10142;30;@;;Hexe;h E k s @;;;;;;;
1601144;18521;-1;<p:>;;;;;;;;;;
1619666;4409;31;k;;Katze;k a t s @;;;;;;;
1624076;6614;31;a;;Katze;k a t s @;;;;;;;
1630691;4409;31;t;;Katze;k a t s @;;;;;;;
1635101;2204;31;s;;Katze;k a t s @;;;;;;;
1637306;15875;31;@;;Katze;k a t s @;;;;;;;
1653182;25136;-1;<p:>;;;;;;;;;;
1678319;7937;32;S;;Scherz;S E 6 ts;;;;;;;
1686257;4850;32;E;;Scherz;S E 6 ts;;;;;;;
1691108;10142;32;6;;Scherz;S E 6 ts;;;;;;;
1701251;3527;32;ts;;Scherz;S E 6 ts;;;;;;;
1704779;34838;-1;<p:>;;;;;;;;;;
1739618;8819;33;ts;;Zahn;ts a: n;;;;;;;
1748438;13670;33;a:;;Zahn;ts a: n;;;;;;;
1762109;6173;33;n;;Zahn;ts a: n;;;;;;;
1768283;30869;-1;<p:>;;;;;;;;;;
1799153;4850;34;k;;Xylophon;k s y l o f o: n;;;;;;;
1804004;6614;34;s;;Xylophon;k s y l o f o: n;;;;;;;
1810619;7055;34;y;;Xylophon;k s y l o f o: n;;;;;;;
1817675;1322;34;l;;Xylophon;k s y l o f o: n;;;;;;;
1818998;5291;34;o;;Xylophon;k s y l o f o: n;;;;;;;
1824290;5291;34;f;;Xylophon;k s y l o f o: n;;;;;;;
1829582;7937;34;o:;;Xylophon;k s y l o f o: n;;;;;;;
1837520;9701;34;N;;Xylophon;k s y l o f o: n;;;;;;;
1847222;36161;-1;<p:>;;;;;;;;;;
1883384;2204;35;?;;Ich;? I C;;;;;;;
1885589;5291;35;I;;Ich;? I C;;;;;;;
1890881;8378;35;C;;Ich;? I C;;;;;;;
1899260;3527;-1;<p:>;;;;;;;;;;
1902788;1763;36;?;;esse;? E s @;;;;;;;
1904552;9701;36;E;;esse;? E s @;;;;;;;
1914254;3527;36;s;;esse;? E s @;;;;;;;
1917782;11906;36;@;;esse;? E s @;;;;;;;
1929689;3086;-1;<p:>;;;;;;;;;;
1932776;3086;37;g;;gern;g E 6 n;;;;;;;
1935863;1322;37;E;;gern;g E 6 n;;;;;;;
1937186;7937;37;6;;gern;g E 6 n;;;;;;;
1945124;7937;37;n;;gern;g E 6 n;;;;;;;
1953062;4850;38;f;;frisches;f r I S @ s;;;;;;;
1957913;3527;38;r;;frisches;f r I S @ s;;;;;;;
1961441;3527;38;I;;frisches;f r I S @ s;;;;;;;
1964969;4850;38;S;;frisches;f r I S @ s;;;;;;;
1969820;4850;38;@;;frisches;f r I S @ s;;;;;;;
1974671;7055;38;s;;frisches;f r I S @ s;;;;;;;
1981727;7055;39;g;;Gemüse;g @ m y: z @;;;;;;;
1988783;2204;39;@;;Gemüse;g @ m y: z @;;;;;;;
1990988;6614;39;m;;Gemüse;g @ m y: z @;;;;;;;
1997603;6173;39;y:;;Gemüse;g @ m y: z @;;;;;;;
2003777;2645;39;z;;Gemüse;g @ m y: z @;;;;;;;
2006423;13670;39;@;;Gemüse;g @ m y: z @;;;;;;;
2020094;32192;-1;<p:>;;;;;;;;;;
2052287;1322;40;d;;Die;d i:;;;;;;;
2053610;7055;40;i:;;Die;d i:;;;;;;;
2060666;3086;41;r;;Rosen;r o: z @ n;;;;;;;
2063753;12347;41;o:;;Rosen;r o: z @ n;;;;;;;
2076101;1322;41;z;;Rosen;r o: z @ n;;;;;;;
2077424;3527;41;@;;Rosen;r o: z @ n;;;;;;;
2080952;15434;41;n;;Rosen;r o: z @ n;;;;;;;
2096387;6173;-1;<p:>;;;;;;;;;;
2102561;1322;42;b;;blühen;b l y: @ n;;;;;;;
2103884;1763;42;l;;blühen;b l y: @ n;;;;;;;
2105648;7937;42;y:;;blühen;b l y: @ n;;;;;;;
2113586;1322;42;@;;blühen;b l y: @ n;;;;;;;
2114909;6614;42;n;;blühen;b l y: @ n;;;;;;;
2121524;6614;43;I;;im;? I m;;;;;;;
2128139;6173;43;m;;im;? I m;;;;;;;
2134313;3527;44;g;;Garten;g a r t @ n;;;;;;;
2137841;9260;44;a;;Garten;g a r t @ n;;;;;;;
2147102;4409;44;r;;Garten;g a r t @ n;;;;;;;
2151512;1322;44;t;;Garten;g a r t @ n;;;;;;;
2152835;7937;44;n;;Garten;g a r t @ n;;;;;;;
2160773;26459;-1;<p:>;;;;;;;;;;
2187233;1322;45;d;;Die;d i:;;;;;;;
2188556;10142;45;i:;;Die;d i:;;;;;;;
2198699;8819;-1;<p:>;;;;;;;;;;
2207519;1322;46;z;;Sicht;z I C t;;;;;;;
2208842;6614;46;I;;Sicht;z I C t;;;;;;;
2215457;7055;46;C;;Sicht;z I C t;;;;;;;
2222513;3527;46;t;;Sicht;z I C t;;;;;;;
2226041;2204;47;v;;war;v a: r;;;;;;;
2228246;7937;47;a:;;war;v a: r;;;;;;;
2236184;1322;47;r;;war;v a: r;;;;;;;
2237507;4850;48;k;;klar;k l a: r;;;;;;;
2242358;3968;48;l;;klar;k l a: r;;;;;;;
2246327;11465;48;a:;;klar;k l a: r;;;;;;;
2257793;1763;48;r;;klar;k l a: r;;;;;;;
2259557;3086;49;a;;am;? a m;;;;;;;
2262644;4409;49;m;;am;? a m;;;;;;;
2267054;2204;50;b;;Berg;b E 6 k;;;;;;;
2269259;2204;50;E;;Berg;b E 6 k;;;;;;;
2271464;12788;50;6;;Berg;b E 6 k;;;;;;;
2284253;2645;50;k;;Berg;b E 6 k;;;;;;;
2286899;25577;-1;<p:>;;;;;;;;;;
2312477;1322;51;d;;Der;d e: 6;;;;;;;
2313800;4409;51;e:;;Der;d e: 6;;;;;;;
2318210;1763;51;6;;Der;d e: 6;;;;;;;
2319974;1322;52;b;;Bus;b U s;;;;;;;
2321297;11024;52;U;;Bus;b U s;;;;;;;
2332322;1763;52;s;;Bus;b U s;;;;;;;
2334086;15434;-1;<p:>;;;;;;;;;;
2349521;6173;53;f;;fährt;f E: 6 t;;;;;;;
2355695;8819;53;E:;;fährt;f E: 6 t;;;;;;;
2364515;1763;53;6;;fährt;f E: 6 t;;;;;;;
2366279;1322;53;t;;fährt;f E: 6 t;;;;;;;
2367602;1763;54;n;;nach;n a: x;;;;;;;
2369366;3086;54;a:;;nach;n a: x;;;;;;;
2372453;5732;54;x;;nach;n a: x;;;;;;;
2378186;1763;55;h;;Hause;h aU z @;;;;;;;
2379950;10583;55;aU;;Hause;h aU z @;;;;;;;
2390534;3527;55;z;;Hause;h aU z @;;;;;;;
2394062;11024;55;@;;Hause;h aU z @;;;;;;;
2405087;30428;-1;<p:>;;;;;;;;;;
2435516;7496;56;@;;Es;? E s;;;;;;;
2443013;1322;56;s;;Es;? E s;;;;;;;
2444336;7055;-1;<p:>;;;;;;;;;;
2451392;5732;57;?;;ist;? I s t;;;;;;;
2457125;11906;57;I;;ist;? I s t;;;;;;;
2469032;1322;57;s;;ist;? I s t;;;;;;;
2470355;16316;-1;<p:>;;;;;;;;;;
2486672;5732;58;n;;nass;n a s;;;;;;;
2492405;7496;58;a;;nass;n a s;;;;;;;
2499902;1322;58;s;;nass;n a s;;;;;;;
2501225;15434;-1;<p:>;;;;;;;;;;
2516660;2645;59;?;;auf;? aU f;;;;;;;
2519306;8378;59;aU;;auf;? aU f;;;;;;;
2527685;3968;59;f;;auf;? aU f;;;;;;;
2531654;3086;60;d;;der;d e: 6;;;;;;;
2534741;3968;60;e:;;der;d e: 6;;;;;;;
2538710;1763;60;6;;der;d e: 6;;;;;;;
2540474;7496;61;S;;Straße;S t r a: s @;;;;;;;
2547971;2204;61;t;;Straße;S t r a: s @;;;;;;;
2550176;2204;61;r;;Straße;S t r a: s @;;;;;;;
2552381;9701;61;a:;;Straße;S t r a: s @;;;;;;;
2562083;1322;61;s;;Straße;S t r a: s @;;;;;;;
2563406;1322;61;@;;Straße;S t r a: s @;;;;;;;
2564729;3086;-1;<p:>;;;;;;;;;;
2567816;2204;62;?;;Ich;? I C;;;;;;;
2570021;6614;62;I;;Ich;? I C;;;;;;;
2576636;41012;62;j;;Ich;? I C;;;;;;;
2617649;4409;63;m;;mag;m a: k;;;;;;;
2622059;11024;63;a:;;mag;m a: k;;;;;;;
2633084;3086;63;k;;mag;m a: k;;;;;;;
2636171;11024;-1;<p:>;;;;;;;;;;
2647196;1322;64;z;;Salz;z a l ts;;;;;;;
2648519;7055;64;a;;Salz;z a l ts;;;;;;;
2655575;8378;64;l;;Salz;z a l ts;;;;;;;
2663954;2204;64;ts;;Salz;z a l ts;;;;;;;
2666159;21167;-1;<p:>;;;;;;;;;;
2687327;2204;65;?;;auf;? aU f;;;;;;;
2689532;6173;65;aU;;auf;? aU f;;;;;;;
2695706;4629;65;f;;auf;? aU f;;;;;;;
2700336;3747;66;m;;meinem;m aI n @ m;;;;;;;
2704084;6615;66;aI;;meinem;m aI n @ m;;;;;;;
2710700;2645;66;n;;meinem;m aI n @ m;;;;;;;
2713346;2204;66;@;;meinem;m aI n @ m;;;;;;;
2715551;3527;66;m;;meinem;m aI n @ m;;;;;;;
2719079;3086;67;?;;Essen;? E s @ n;;;;;;;
2722166;6173;67;E;;Essen;? E s @ n;;;;;;;
2728340;7496;67;s;;Essen;? E s @ n;;;;;;;
2735837;1763;67;@;;Essen;? E s @ n;;;;;;;
2737601;3527;67;n;;Essen;? E s @ n;;;;;;;
2741129;30428;-1;<p:>;;;;;;;;;;
2771558;1322;68;?;;Ein;? aI n;;;;;;;
2772881;7937;68;aI;;Ein;? aI n;;;;;;;
2780819;3968;68;n;;Ein;? aI n;;;;;;;
2784788;4409;-1;<p:>;;;;;;;;;;
2789198;5732;69;k;;Kuss;k U s;;;;;;;
2794931;4409;69;U;;Kuss;k U s;;;;;;;
2799341;2645;69;z;;Kuss;k U s;;;;;;;
2801987;21167;-1;<p:>;;;;;;;;;;
2823155;7937;70;I;;ist;? I s t;;;;;;;
2831093;1763;70;s;;ist;? I s t;;;;;;;
2832857;32633;-1;<p:>;;;;;;;;;;
2865491;1322;71;z;;süß;z y: s;;;;;;;
2866814;10583;71;y:;;süß;z y: s;;;;;;;
2877398;1322;71;s;;süß;z y: s;;;;;;;
2878721;21167;-1;<p:>;;;;;;;;;;
2899889;1763;72;?;;und;? U n t;;;;;;;
2901653;5732;72;U;;und;? U n t;;;;;;;
2907386;6173;72;n;;und;? U n t;;;;;;;
2913560;1763;72;t;;und;? U n t;;;;;;;
2915324;11024;-1;<p:>;;;;;;;;;;
2926349;7496;73;ts;;zärtlich;ts E: 6 t l I C;;;;;;;
2933846;5291;73;E:;;zärtlich;ts E: 6 t l I C;;;;;;;
2939138;5732;73;6;;zärtlich;ts E: 6 t l I C;;;;;;;
2944871;2645;73;t;;zärtlich;ts E: 6 t l I C;;;;;;;
2947517;2204;73;l;;zärtlich;ts E: 6 t l I C;;;;;;;
2949722;3527;73;I;;zärtlich;ts E: 6 t l I C;;;;;;;
2953250;26459;73;j;;zärtlich;ts E: 6 t l I C;;;;;;;
2979710;8819;-1;<p:>;;;;;;;;;;
2988530;1322;74;d;;Die;d i:;;;;;;;
2989853;6614;74;i:;;Die;d i:;;;;;;;
2996468;7937;75;h;;Hexe;h E k s @;;;;;;;
3004406;6614;75;E;;Hexe;h E k s @;;;;;;;
3011021;4409;75;k;;Hexe;h E k s @;;;;;;;
3015431;3527;75;s;;Hexe;h E k s @;;;;;;;
3018959;11906;75;@;;Hexe;h E k s @;;;;;;;
3030866;5732;-1;<p:>;;;;;;;;;;
3036599;1763;76;d;;dachte;d a x t @;;;;;;;
3038363;3968;76;a;;dachte;d a x t @;;;;;;;
3042332;6173;76;x;;dachte;d a x t @;;;;;;;
3048506;3968;76;t;;dachte;d a x t @;;;;;;;
3052475;9701;76;@;;dachte;d a x t @;;;;;;;
3062177;1322;77;?;;an;? a n;;;;;;;
3063500;5291;77;a;;an;? a n;;;;;;;
3068792;7055;77;n;;an;? a n;;;;;;;
3075848;7937;78;i:;;ihren;? i: r @ n;;;;;;;
3083786;3086;78;6;;ihren;? i: r @ n;;;;;;;
3086873;12347;78;n;;ihren;? i: r @ n;;;;;;;
3099221;7496;-1;<p:>;;;;;;;;;;
3106718;3527;79;ts;;Zaubertrank;ts aU b 6 t r a N k;;;;;;;
3110246;7937;79;aU;;Zaubertrank;ts aU b 6 t r a N k;;;;;;;
3118184;2204;79;b;;Zaubertrank;ts aU b 6 t r a N k;;;;;;;
3120389;4409;79;6;;Zaubertrank;ts aU b 6 t r a N k;;;;;;;
3124799;1322;79;t;;Zaubertrank;ts aU b 6 t r a N k;;;;;;;
3126122;4850;79;r;;Zaubertrank;ts aU b 6 t r a N k;;;;;;;
3130973;4850;79;a;;Zaubertrank;ts aU b 6 t r a N k;;;;;;;
3135824;4409;79;N;;Zaubertrank;ts aU b 6 t r a N k;;;;;;;
3140234;2645;79;k;;Zaubertrank;ts aU b 6 t r a N k;;;;;;;
3142880;26018;-1;<p:>;;;;;;;;;;
3168899;1763;80;d;;Der;d e: 6;;;;;;;
3170663;6614;80;e:;;Der;d e: 6;;;;;;;
3177278;4409;80;6;;Der;d e: 6;;;;;;;
3181688;3527;-1;<p:>;;;;;;;;;;
3185216;9260;81;ts;;Zug;ts u: k;;;;;;;
3194477;10583;81;u:;;Zug;ts u: k;;;;;;;
3205061;3527;81;k;;Zug;ts u: k;;;;;;;
3208589;6173;-1;<p:>;;;;;;;;;;
3214763;5291;82;f;;fährt;f E: 6 t;;;;;;;
3220055;10142;82;E:;;fährt;f E: 6 t;;;;;;;
3230198;1322;82;6;;fährt;f E: 6 t;;;;;;;
3231521;2204;82;t;;fährt;f E: 6 t;;;;;;;
3233726;7496;-1;<p:>;;;;;;;;;;
3241223;2204;83;p;;pünktlich;p Y N k t l I C;;;;;;;
3243428;3086;83;Y;;pünktlich;p Y N k t l I C;;;;;;;
3246515;4850;83;N;;pünktlich;p Y N k t l I C;;;;;;;
3251366;4409;83;k;;pünktlich;p Y N k t l I C;;;;;;;
3255776;1763;83;t;;pünktlich;p Y N k t l I C;;;;;;;
3257540;3527;83;l;;pünktlich;p Y N k t l I C;;;;;;;
3261068;3968;83;I;;pünktlich;p Y N k t l I C;;;;;;;
3265037;7496;83;C;;pünktlich;p Y N k t l I C;;;;;;;
3272534;1322;84;?;;in;? I n;;;;;;;
3273857;4409;84;I;;in;? I n;;;;;;;
3278267;3968;84;n;;in;? I n;;;;;;;
3282236;2204;-1;<p:>;;;;;;;;;;
3284441;4850;85;k;;Karlsruhe;k a r l s r u: @;;;;;;;
3289292;6173;85;a;;Karlsruhe;k a r l s r u: @;;;;;;;
3295466;1322;85;r;;Karlsruhe;k a r l s r u: @;;;;;;;
3296789;4409;85;l;;Karlsruhe;k a r l s r u: @;;;;;;;
3301199;1763;85;s;;Karlsruhe;k a r l s r u: @;;;;;;;
3302963;14552;85;r;;Karlsruhe;k a r l s r u: @;;;;;;;
3317516;7937;85;u:;;Karlsruhe;k a r l s r u: @;;;;;;;
3325454;7055;85;@;;Karlsruhe;k a r l s r u: @;;;;;;;
3332510;5732;86;a;;ab;? a p;;;;;;;
3338243;1322;86;p;;ab;? a p;;;;;;;
3339566;50273;-1;<p:>;;;;;;;;;;
3389840;1763;87;z;;Säure;z OY r @;;;;;;;
3391604;7496;87;OY;;Säure;z OY r @;;;;;;;
3399101;1322;87;r;;Säure;z OY r @;;;;;;;
3400424;11465;87;@;;Säure;z OY r @;;;;;;;
3411890;5291;88;k;;kann;k a n;;;;;;;
3417182;4409;88;a;;kann;k a n;;;;;;;
3421592;3968;88;n;;kann;k a n;;;;;;;
3425561;3968;89;g;;gefährlich;g @ f E: 6 l I C;;;;;;;
3429530;2204;89;@;;gefährlich;g @ f E: 6 l I C;;;;;;;
3431735;7496;89;f;;gefährlich;g @ f E: 6 l I C;;;;;;;
3439232;4850;89;E:;;gefährlich;g @ f E: 6 l I C;;;;;;;
3444083;2204;89;6;;gefährlich;g @ f E: 6 l I C;;;;;;;
3446288;3086;89;l;;gefährlich;g @ f E: 6 l I C;;;;;;;
3449375;3086;89;I;;gefährlich;g @ f E: 6 l I C;;;;;;;
3452462;1763;89;C;;gefährlich;g @ f E: 6 l I C;;;;;;;
3454226;12347;-1;<p:>;;;;;;;;;;
3466574;1763;90;z;;sein;z aI n;;;;;;;
3468338;13229;90;aI;;sein;z aI n;;;;;;;
3481568;4850;90;n;;sein;z aI n;;;;;;;
3486419;14993;-1;<p:>;;;;;;;;;;
3501413;1322;91;v;;wenn;v E n;;;;;;;
3502736;3527;91;E;;wenn;v E n;;;;;;;
3506264;4409;91;n;;wenn;v E n;;;;;;;
3510674;1763;92;m;;man;m a n;;;;;;;
3512438;3527;92;a;;man;m a n;;;;;;;
3515966;4409;92;n;;man;m a n;;;;;;;
3520376;1322;93;n;;nicht;n I C t;;;;;;;
3521699;1763;93;I;;nicht;n I C t;;;;;;;
3523463;2204;93;C;;nicht;n I C t;;;;;;;
3525668;1322;93;t;;nicht;n I C t;;;;;;;
3526991;3527;94;?;;aufpasst;? aU f p a s t;;;;;;;
3530519;9260;94;aU;;aufpasst;? aU f p a s t;;;;;;;
3539780;4850;94;f;;aufpasst;? aU f p a s t;;;;;;;
3544631;3086;94;p;;aufpasst;? aU f p a s t;;;;;;;
3547718;7937;94;a;;aufpasst;? aU f p a s t;;;;;;;
3555656;3968;94;s;;aufpasst;? aU f p a s t;;;;;;;
3559625;31751;94;t;;aufpasst;? aU f p a s t;;;;;;;
3591377;8819;-1;<p:>;;;;;;;;;;
3600197;1763;95;d;;Die;d i:;;;;;;;
3601961;9701;95;i:;;Die;d i:;;;;;;;
3611663;13229;-1;<p:>;;;;;;;;;;
3624893;1322;96;z;;Sammlung;z a m l U N;;;;;;;
3626216;7055;96;a;;Sammlung;z a m l U N;;;;;;;
3633272;3086;96;m;;Sammlung;z a m l U N;;;;;;;
3636359;3086;96;l;;Sammlung;z a m l U N;;;;;;;
3639446;4409;96;U;;Sammlung;z a m l U N;;;;;;;
3643856;6173;96;N;;Sammlung;z a m l U N;;;;;;;
3650030;5732;97;f;;von;f O n;;;;;;;
3655763;4409;97;O;;von;f O n;;;;;;;
